CustomerId,primary_persona,existing_secondary_persona,frequent_charger_count,charger_ids,dominant_primary_mode,primary_mode_diversity,dominant_secondary_mode,secondary_mode_diversity,dominant_category,category_diversity,avg_charger_popularity,total_landmarks,total_sessions,avg_session_duration,avg_energy_consumption,weekend_ratio,peak_hour,loyalty_score,zone_diversity,primary_zone
00HLAS76E7,regular,other,1,['scdc0003'],noise,1,other,1,other,1.0,335.0,1.0,10,0.6285555555555555,22.6171,0.2,13.0,0.8,2,Central
0434C50AD86380,regular,residential,1,['scac0154'],noise,1,residential,1,residential,1.0,16.0,1.0,20,2.7673194444444453,22.47775,0.15,16.0,0.6500000000000001,1,West
04493232C05B85,noise,other,2,"['scdc0006', 'scdc0012']",regular,1,other,1,other,1.0,719.5,2.0,119,0.6603781512605043,22.621352941176468,0.23529411764705882,23.0,0.3361344537815125,4,East
045FFA0AD86380,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,1,0.5397222222222222,25.261,0.0,15.0,1.0,1,North
0490C70AD86380,regular,other,2,"['scdc0023', 'scdc0006']",regular,1,tech_park,2,tech_park,2.0,339.5,2.0,6,0.5318055555555555,16.006999999999998,0.16666666666666666,1.0,0.3333333333333333,3,East
04948A12126884,regular,other,2,"['scdc0003', 'scdc0004']",noise,1,other,1,other,1.0,314.0,2.0,36,0.45942901234567896,13.381944444444446,0.3055555555555556,22.0,0.7222222222222221,3,Central
04CAD732C05B80,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,3,0.7081481481481481,24.730666666666668,0.0,12.0,0.6666666666666666,2,North
04F42B0AD86380,regular,residential,1,['scac0059'],regular,1,residential,1,residential,1.0,28.0,1.0,3,3.340925925925926,21.363333333333333,0.0,15.0,1.0,1,North
0A809933,noise,other,1,['akw232100005ad'],noise,1,other,1,other,1.0,239.0,1.0,50,0.7152944444444443,27.119939999999996,0.1,10.0,1.0,1,East
0G5O9F1V60,regular,shopping_mall,1,['DelDC0006'],regular,1,shopping_mall,1,shopping_mall,1.0,198.0,1.0,70,0.8843769841269841,32.044642857142854,0.32857142857142857,18.0,0.31428571428571417,3,North
1JTT5LXPG9,regular,residential,13,"['wbac0214', 'delac0046', 'delac0395', 'delac0225', 'delac0027', 'delac0479', 'wbac0283', 'delac0334', 'scdc0005', 'scac0001', 'delac0164', 'delac0449', 'delac0081']",regular,2,residential,3,residential,3.0,72.0,13.0,13,14.554123931623932,31.026538461538465,0.3076923076923077,1.0,0.07692307692307689,4,North
1T87I1OOPM,regular,residential,1,['DELDC0014'],regular,1,residential,1,residential,1.0,59.0,1.0,16,0.6745138888888889,26.384,0.0,15.0,0.4375,2,West
201MJ21NNS,regular,residential,1,['SCAC0350'],regular,1,residential,1,residential,1.0,23.0,1.0,8,6.384027777777778,19.3885,0.875,23.0,0.25,3,West
2035526,regular,shopping_mall,1,['delac0298'],noise,1,shopping_mall,1,shopping_mall,1.0,21.0,1.0,11,4.185530303030302,30.93254545454545,0.5454545454545454,11.0,0.7272727272727273,3,West
2035846,regular,other,1,['scdc0011'],regular,1,other,1,other,1.0,222.0,1.0,1,0.0513888888888888,3.24,0.0,15.0,1.0,1,Central
2046662,regular,shopping_mall,1,['warn21090006'],regular,1,shopping_mall,1,shopping_mall,1.0,473.0,1.0,2,0.49624999999999997,12.047,0.0,11.0,1.0,1,Central
2056496,regular,other,1,['wbac0124'],regular,1,other,1,other,1.0,68.0,1.0,11,2.845681818181818,3.9746363636363644,0.18181818181818182,10.0,0.8181818181818182,2,Central
2070758,regular,residential,2,"['delac0067', 'delac0066']",regular,1,residential,1,residential,1.0,54.5,2.0,2,8.395833333333332,20.442500000000003,0.0,22.0,1.0,1,Central
2097764,regular,other,2,"['delac0006', 'scdc0002']",regular,2,residential,2,residential,2.0,63.0,2.0,2,3.2751388888888893,36.197,1.0,14.0,0.5,2,East
2101165,regular,residential,1,['delac0024'],regular,1,residential,1,residential,1.0,57.0,1.0,4,11.208055555555557,51.672000000000004,0.25,19.0,1.0,1,West
2122938,regular,residential,2,"['delac0022', 'delac0024']",regular,1,residential,1,residential,1.0,55.5,2.0,10,6.156972222222223,4.8524,0.3,18.0,1.0,1,West
2124453,regular,residential,2,"['wbac0214', 'wbac0283']",regular,1,residential,1,residential,1.0,35.5,2.0,7,8.923531746031745,45.726857142857135,0.14285714285714285,23.0,0.5714285714285713,1,North
2124544,regular,shopping_mall,1,['wbac0002'],regular,1,shopping_mall,1,shopping_mall,1.0,84.0,1.0,10,2.6164999999999994,47.646699999999996,0.0,9.0,1.0,1,Central
2146130,regular,residential,1,['scac0213'],regular,1,residential,1,residential,1.0,36.0,1.0,36,2.0677623456790126,17.767388888888892,0.2222222222222222,19.0,0.6111111111111112,3,West
2160228,regular,residential,1,['scac0013'],noise,1,residential,1,residential,1.0,23.0,1.0,5,5.280611111111111,35.464,0.0,22.0,1.0,1,West
2161121,regular,other,4,"['scac0018', 'scdc0004', 'wapd21120001', 'wbac0021']",regular,2,other,2,other,2.0,168.0,4.0,4,1.109375,27.38075,0.0,15.0,0.5,2,West
2175193,regular,residential,2,"['scac0214', 'scac0215']",regular,1,residential,1,residential,1.0,101.5,2.0,4,0.75625,4.8825,0.5,16.0,1.0,1,North
2190093,regular,other,1,['terra0001'],noise,1,other,1,other,1.0,73.0,1.0,5,0.3281111111111111,7.146600000000001,0.4,9.0,0.6,2,Central
2219061,regular,school,1,['scdc0005'],regular,1,school,1,school,1.0,282.0,1.0,3,0.6981481481481482,33.34,0.6666666666666666,2.0,1.0,1,West
2226849,regular,residential,1,['scac0115'],regular,1,residential,1,residential,1.0,36.0,1.0,2,0.03152777777777775,0.105,1.0,9.0,1.0,1,West
2226939,regular,residential,1,['delac0069'],regular,1,residential,1,residential,1.0,25.0,1.0,8,7.783090277777777,26.663125,0.125,16.0,1.0,1,Central
2228228,regular,residential,1,['delac0067'],regular,1,residential,1,residential,1.0,62.0,1.0,9,8.535864197530863,32.056333333333335,0.5555555555555556,21.0,0.8888888888888888,2,Central
2239147,regular,other,2,"['wbac0014', 'scdc0012']",regular,1,other,1,other,1.0,520.5,2.0,7,1.5664682539682537,14.63157142857143,0.2857142857142857,13.0,0.7142857142857143,1,East
2239860,regular,residential,3,"['delac0072', 'scac0219', 'delac0306']",regular,1,residential,2,residential,2.0,56.666666666666664,3.0,3,1.862314814814815,6.872,0.3333333333333333,16.0,0.3333333333333333,2,North
2240397,regular,residential,2,"['scac0145', 'scac0147']",regular,1,residential,1,residential,1.0,93.0,2.0,17,1.115718954248366,2.7209411764705886,0.6470588235294118,10.0,0.4117647058823529,1,West
2241958,regular,residential,1,['delac0237'],noise,1,residential,1,residential,1.0,32.0,1.0,8,4.807951388888889,28.396625,0.25,11.0,0.875,1,East
2251237,regular,residential,2,"['delac0016', 'delac0018']",noise,2,residential,1,residential,1.0,29.5,2.0,2,3.4611111111111112,20.404,1.0,14.0,1.0,1,West
2255323,regular,other,2,"['warn21090006', 'wals22130002']",regular,1,shopping_mall,2,shopping_mall,2.0,299.0,2.0,2,0.4575,25.0445,0.5,7.0,0.5,1,Central
2259416,noise,other,1,['SCDC0016'],noise,1,other,1,other,1.0,93.0,1.0,58,0.6488649425287356,27.29986206896552,0.29310344827586204,20.0,0.9655172413793104,2,Central
2260631,regular,residential,1,['delac0012'],regular,1,residential,1,residential,1.0,56.0,1.0,57,7.3454239766081875,30.722421052631578,0.3157894736842105,8.0,1.0,1,Central
2267381,regular,other,1,['scdc0020'],noise,1,other,1,other,1.0,172.0,1.0,1,0.3883333333333333,13.21,0.0,19.0,1.0,1,West
2268563,regular,residential,1,['delac0044'],regular,1,residential,1,residential,1.0,58.0,1.0,11,9.143737373737373,16.72263636363636,0.36363636363636365,10.0,0.9090909090909094,2,Central
2272090,noise,residential,2,"['scac0061', 'wbac0031']",regular,1,residential,1,residential,2.0,62.0,2.0,2,37.64819444444444,6.704000000000001,0.5,19.0,0.5,2,Central
2275831,regular,other,2,"['wbac0077', 'wbac0003']",regular,1,other,2,other,2.0,79.0,2.0,2,1.776388888888889,19.261499999999998,0.5,7.0,0.5,1,Central
2279112,noise,other,1,['akw232100005ad'],noise,1,other,1,other,1.0,239.0,1.0,48,1.3214525462962963,17.865479166666667,0.8125,3.0,0.4791666666666667,2,East
2279151,regular,other,1,['akw232100005ad'],noise,1,other,1,other,1.0,239.0,1.0,52,0.6475961538461538,24.40382692307692,0.1346153846153846,18.0,0.6730769230769229,3,East
2293688,regular,other,1,['scdc0021'],regular,1,other,1,other,1.0,444.0,1.0,7,1.3278968253968255,17.363285714285716,0.5714285714285714,12.0,0.42857142857142844,3,North
2293693,regular,other,1,['scdc0007'],noise,1,other,1,other,1.0,504.0,1.0,4,0.36993055555555554,6.7375,1.0,10.0,0.75,2,Central
2296826,regular,school,4,"['scac0101', 'wbac0022', 'wbac0021', 'wbac0006']",regular,1,school,3,school,3.0,83.25,4.0,4,0.8089583333333332,8.27575,0.25,12.0,0.5,3,West
2296832,regular,residential,1,['scac0033'],regular,1,residential,1,residential,1.0,12.0,1.0,1,0.6736111111111112,5.02,0.0,14.0,1.0,1,North
2297882,regular,other,2,"['wbac0014', 'delac0105']",regular,2,other,2,other,2.0,140.0,2.0,2,0.6565277777777778,3.2670000000000003,0.5,13.0,0.5,2,Central
2300142,regular,residential,1,['delac0336'],regular,1,residential,1,residential,1.0,30.0,1.0,2,0.0316666666666666,0.2255,0.0,15.0,1.0,1,North
2302644,regular,residential,1,['scac0179'],regular,1,residential,1,residential,1.0,85.0,1.0,1,1.2072222222222222,8.4,0.0,16.0,1.0,1,West
2318621,regular,other,2,"['wbac0062', 'wbac0061']",regular,1,other,1,other,1.0,129.0,2.0,2,0.9831944444444446,6.2995,0.0,8.0,1.0,1,Central
2318661,regular,other,1,['wbac0033'],regular,1,other,1,other,1.0,251.0,1.0,1,1.6144444444444443,3.96,1.0,7.0,1.0,1,Central
2323201,regular,residential,1,['delac0061'],regular,1,residential,1,residential,1.0,56.0,1.0,1,2.1325,14.894,1.0,11.0,1.0,1,Central
2328437,regular,other,1,['scdc0012'],regular,1,other,1,other,1.0,778.0,1.0,12,1.045162037037037,22.863833333333336,0.4166666666666667,8.0,0.5833333333333333,1,East
2331521,regular,residential,1,['delac0368'],regular,1,residential,1,residential,1.0,35.0,1.0,8,2.096736111111111,14.07475,0.25,17.0,0.375,2,West
2334821,regular,shopping_mall,1,['wb108840'],regular,1,shopping_mall,1,shopping_mall,1.0,26.0,1.0,6,2.5688425925925924,18.348166666666668,0.0,10.0,0.5,2,Central
2335483,regular,residential,1,['delac0129'],noise,1,residential,1,residential,1.0,96.0,1.0,1,1.16,7.732,0.0,12.0,1.0,1,Central
2338881,regular,other,1,['wbac0035'],regular,1,other,1,other,1.0,196.0,1.0,1,0.8616666666666667,3.515,0.0,8.0,1.0,1,Central
2339919,regular,shopping_mall,1,['delac0027'],regular,1,shopping_mall,1,shopping_mall,1.0,146.0,1.0,1,5.088611111111111,35.826,0.0,8.0,1.0,1,Central
2342803,regular,other,2,"['wbac0070', 'scdc0025']",regular,1,other,1,other,1.0,208.0,2.0,2,0.5577777777777777,9.187000000000001,0.5,20.0,1.0,1,Central
2348932,regular,shopping_mall,1,['delac0029'],regular,1,shopping_mall,1,shopping_mall,1.0,108.0,1.0,1,0.5541666666666667,1.993,1.0,12.0,1.0,1,Central
2352820,regular,residential,1,['scac0120'],regular,1,residential,1,residential,1.0,60.0,1.0,1,0.6169444444444444,3.87,0.0,12.0,1.0,1,West
2352910,regular,shopping_mall,4,"['wbac0035', 'delac0337', 'delac0338', 'scac0182']",regular,1,shopping_mall,3,shopping_mall,3.0,132.0,4.0,4,1.9178472222222223,6.2642500000000005,0.0,12.0,0.5,2,North
2353682,regular,residential,1,['scac0131'],regular,1,residential,1,residential,1.0,24.0,1.0,1,8.4475,55.04,1.0,13.0,1.0,1,North
2366457,regular,residential,4,"['scac0262', 'scac0264', 'scac0218', 'scac0217']",regular,2,residential,1,residential,1.0,44.75,4.0,4,5.683472222222222,34.9525,0.25,15.0,1.0,1,North
2366557,regular,residential,1,['delac0040'],regular,1,residential,1,residential,1.0,30.0,1.0,4,9.746319444444444,23.776,0.25,22.0,0.75,2,East
2368734,regular,residential,2,"['delac0279', 'scac0071']",regular,1,residential,1,residential,1.0,111.5,2.0,2,1.9094444444444445,11.079,1.0,14.0,0.5,1,West
2370920,regular,residential,1,['delac0143'],regular,1,residential,1,residential,1.0,75.0,1.0,4,0.6623611111111111,4.336250000000001,0.25,12.0,0.75,2,Central
2371264,regular,residential,1,['delac0108'],regular,1,residential,1,residential,1.0,35.0,1.0,18,10.844413580246913,40.94927777777778,0.2777777777777778,19.0,0.7777777777777779,2,Central
2371836,regular,residential,1,['delac0219'],regular,1,residential,1,residential,1.0,42.0,1.0,1,2.21,15.403,0.0,13.0,1.0,1,Central
2379174,regular,residential,1,['scac0262'],noise,1,residential,1,residential,1.0,46.0,1.0,1,8.921666666666667,59.27,0.0,18.0,1.0,1,North
2379211,regular,other,1,['wbac0066'],regular,1,other,1,other,1.0,52.0,1.0,1,1.1933333333333334,7.98,1.0,13.0,1.0,1,Central
2380706,regular,residential,1,['delac0150'],regular,1,residential,1,residential,1.0,48.0,1.0,2,1.1183333333333332,8.112,1.0,11.0,1.0,1,West
2380725,regular,residential,1,['delac0143'],regular,1,residential,1,residential,1.0,75.0,1.0,16,0.9671701388888889,6.3570625,0.4375,13.0,0.5625,3,Central
2388922,regular,residential,1,['scac0105'],regular,1,residential,1,residential,1.0,62.0,1.0,1,0.4802777777777778,3.35,0.0,11.0,1.0,1,North
2393019,regular,other,1,['scdc0011'],regular,1,other,1,other,1.0,222.0,1.0,1,0.0108333333333333,0.01,0.0,11.0,1.0,1,Central
2401150,regular,other,1,['wbac0034'],regular,1,other,1,other,1.0,243.0,1.0,1,0.3711111111111111,4.152,1.0,14.0,1.0,1,Central
2405337,regular,tech_park,1,['wbac0004'],regular,1,tech_park,1,tech_park,1.0,84.0,1.0,1,1.2944444444444445,15.061,0.0,10.0,1.0,1,Central
2408597,regular,residential,1,['delac0064'],regular,1,residential,1,residential,1.0,42.0,1.0,34,7.564640522875817,30.767,0.20588235294117646,22.0,0.9705882352941176,2,East
2412374,regular,shopping_mall,1,['delac0029'],regular,1,shopping_mall,1,shopping_mall,1.0,108.0,1.0,2,0.6819444444444445,4.997,0.0,17.0,1.0,1,Central
2420359,regular,residential,1,['delac0094'],regular,1,residential,1,residential,1.0,15.0,1.0,52,9.472419871794871,28.32611538461538,0.2692307692307692,22.0,1.0,1,West
2431586,regular,shopping_mall,1,['delac0027'],regular,1,shopping_mall,1,shopping_mall,1.0,146.0,1.0,1,2.0044444444444443,14.888,0.0,15.0,1.0,1,Central
2437635,regular,residential,1,['delac0098'],regular,1,residential,1,residential,1.0,44.0,1.0,20,4.989333333333333,29.777450000000005,0.2,22.0,1.0,1,Central
2440848,noise,residential,1,['delac0175'],noise,1,residential,1,residential,1.0,47.0,1.0,111,5.60137137137137,27.150297297297296,0.22522522522522523,9.0,0.8468468468468466,2,West
2440861,regular,residential,1,['scac0100'],regular,1,residential,1,residential,1.0,87.0,1.0,4,0.2595833333333333,1.7125,0.0,9.0,1.0,1,North
2440867,regular,other,1,['akw232100005ad'],noise,1,other,1,other,1.0,239.0,1.0,31,0.8773207885304659,44.74596774193548,0.1935483870967742,14.0,0.6774193548387093,2,East
2440870,regular,residential,1,['scac0103'],regular,1,residential,1,residential,1.0,111.0,1.0,1,0.4744444444444444,2.96,0.0,8.0,1.0,1,North
2441312,regular,other,1,['scdc0004'],noise,1,other,1,other,1.0,293.0,1.0,1,0.8686111111111111,49.74,1.0,15.0,1.0,1,Central
2441361,regular,other,1,['scdc0003'],noise,1,other,1,other,1.0,335.0,1.0,3,0.7612962962962962,20.166666666666668,0.0,6.0,0.6666666666666666,2,Central
2441423,regular,other,2,"['terra0001', 'scdc0003']",noise,1,other,1,other,1.0,204.0,2.0,2,0.42444444444444446,17.9075,0.0,11.0,1.0,1,Central
2441437,noise,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,45,0.7565432098765432,36.64488888888889,0.4,5.0,0.5777777777777778,3,East
2441533,regular,other,1,['terra0001'],noise,1,other,1,other,1.0,73.0,1.0,4,0.9170833333333333,40.10825,0.25,5.0,1.0,1,Central
2441712,regular,other,1,['wbac0116'],regular,1,other,1,other,1.0,137.0,1.0,18,1.3515277777777779,11.827722222222222,0.5555555555555556,10.0,0.4444444444444444,1,Central
2443459,regular,residential,2,"['scac0002', 'scac0003']",regular,1,residential,1,residential,1.0,98.0,2.0,2,1.344861111111111,2.755,1.0,14.0,1.0,1,West
2446329,regular,residential,1,['delac0111'],regular,1,residential,1,residential,1.0,64.0,1.0,19,1.4423099415204679,10.695315789473684,0.3684210526315789,7.0,1.0,1,East
2448202,regular,residential,2,"['delac0074', 'delac0072']",regular,1,residential,1,residential,1.0,92.5,2.0,2,0.4622222222222222,0.69,1.0,9.0,1.0,1,Central
2448212,regular,residential,1,['scac0102'],regular,1,residential,1,residential,1.0,104.0,1.0,2,0.5816666666666667,3.34,1.0,14.0,1.0,1,North
2448686,regular,other,2,"['scac0104', 'wbac0116']",regular,1,residential,2,residential,2.0,108.0,2.0,2,0.6929166666666666,4.6915000000000004,0.0,19.0,0.5,2,Central
2450304,regular,shopping_mall,1,['delac0337'],regular,1,shopping_mall,1,shopping_mall,1.0,133.0,1.0,4,8.11326388888889,21.177500000000002,0.0,19.0,0.5,1,North
2453014,regular,tech_park,1,['delac0483'],regular,1,tech_park,1,tech_park,1.0,9.0,1.0,1,1.4372222222222222,8.707,0.0,10.0,1.0,1,Central
2458802,regular,other,1,['scdc0006'],regular,1,other,1,other,1.0,661.0,1.0,13,0.6230982905982905,10.392384615384612,0.6153846153846154,1.0,0.6153846153846152,2,East
2461955,regular,other,1,['scdc0013'],regular,1,other,1,other,1.0,713.0,1.0,17,0.6394771241830065,26.753529411764706,0.47058823529411764,14.0,0.4705882352941176,3,East
2462115,regular,residential,2,"['scac0038', 'delac0022']",regular,1,residential,1,residential,1.0,43.0,2.0,2,2.3033333333333332,14.049999999999999,0.5,17.0,0.5,2,North
2463864,regular,residential,1,['scac0213'],regular,1,residential,1,residential,1.0,36.0,1.0,5,1.9509999999999998,14.0582,0.4,18.0,0.4,3,North
2463874,regular,residential,1,['scac0072'],regular,1,residential,1,residential,1.0,180.0,1.0,4,0.7418750000000001,4.367500000000001,0.25,9.0,0.75,1,West
2465379,regular,tech_park,1,['wbac0098'],regular,1,tech_park,1,tech_park,1.0,79.0,1.0,4,2.538611111111111,4.929,1.0,18.0,0.5,2,Central
2473776,regular,residential,2,"['scac0089', 'scac0101']",regular,1,residential,1,residential,1.0,154.0,2.0,2,0.82375,5.99,0.5,7.0,0.5,1,North
2477442,regular,other,3,"['delac0031', 'scdc0006', 'scac0018']",regular,1,other,2,other,2.0,315.3333333333333,3.0,3,0.8965740740740741,14.941333333333333,0.6666666666666666,9.0,0.3333333333333333,2,West
2479467,regular,residential,1,['delac0087'],noise,1,residential,1,residential,1.0,27.0,1.0,4,4.804027777777778,15.710250000000002,0.5,18.0,1.0,1,West
2480452,regular,other,1,['scac0018'],regular,1,other,1,other,1.0,175.0,1.0,1,1.9644444444444444,10.77,0.0,13.0,1.0,1,West
2493668,regular,residential,1,['delac0074'],regular,1,residential,1,residential,1.0,95.0,1.0,1,3.3255555555555554,10.97,0.0,11.0,1.0,1,Central
2496264,regular,other,2,"['delac0129', 'scdc0029']",noise,2,residential,2,residential,2.0,66.0,2.0,2,1.0969444444444445,11.799,0.5,13.0,0.5,1,Central
2496441,regular,residential,1,['scac0244'],regular,1,residential,1,residential,1.0,35.0,1.0,9,6.030216049382716,36.522222222222226,0.0,16.0,1.0,1,West
2497972,regular,shopping_mall,1,['wbac0029'],regular,1,shopping_mall,1,shopping_mall,1.0,101.0,1.0,1,1.0691666666666666,7.41,0.0,12.0,1.0,1,Central
2509135,regular,residential,1,['delac0157'],regular,1,residential,1,residential,1.0,23.0,1.0,95,8.21886842105263,19.42588421052632,0.3157894736842105,18.0,0.9684210526315793,2,Central
2509495,regular,tech_park,1,['wbac0197'],regular,1,tech_park,1,tech_park,1.0,29.0,1.0,35,3.41134126984127,18.047942857142857,0.05714285714285714,7.0,0.8000000000000002,1,West
2514569,noise,residential,1,['delac0321'],noise,1,residential,1,residential,1.0,16.0,1.0,57,9.348723196881092,51.31159649122807,0.24561403508771928,20.0,1.0,1,North
2515407,regular,residential,1,['delac0036'],regular,1,residential,1,residential,1.0,31.0,1.0,20,11.477555555555554,34.640699999999995,0.25,21.0,1.0,1,West
2522290,regular,other,1,['scdc0007'],noise,1,other,1,other,1.0,504.0,1.0,1,1.1202777777777777,32.92,0.0,20.0,1.0,1,Central
2529305,regular,residential,1,['delac0030'],regular,1,residential,1,residential,1.0,131.0,1.0,4,7.454027777777778,44.195,0.25,17.0,1.0,1,West
2529310,noise,tech_park,1,['wbac0006'],regular,1,tech_park,1,tech_park,1.0,65.0,1.0,5,39.42338888888889,7.663399999999998,1.0,14.0,1.0,1,Central
2532998,regular,other,1,['scdc0006'],regular,1,other,1,other,1.0,661.0,1.0,4,1.4029166666666666,30.80325,0.75,16.0,0.75,2,East
2533102,regular,residential,1,['delac0073'],regular,1,residential,1,residential,1.0,80.0,1.0,6,0.5373148148148148,3.889,0.6666666666666666,11.0,1.0,1,Central
2545901,regular,shopping_mall,1,['delac0008'],regular,1,shopping_mall,1,shopping_mall,1.0,49.0,1.0,21,8.834325396825395,36.05666666666667,0.23809523809523808,18.0,1.0,1,West
2548000,regular,residential,1,['delac0211'],regular,1,residential,1,residential,1.0,52.0,1.0,1,2.581111111111111,19.762,1.0,18.0,1.0,1,Central
2548551,regular,residential,1,['scac0105'],regular,1,residential,1,residential,1.0,62.0,1.0,1,0.1436111111111111,1.0,0.0,11.0,1.0,1,North
2566052,regular,residential,1,['scac0089'],regular,1,residential,1,residential,1.0,181.0,1.0,5,0.6869444444444445,14.838000000000003,0.2,8.0,0.8,2,North
2566094,regular,other,1,['scdc0003'],noise,1,other,1,other,1.0,335.0,1.0,14,0.8282738095238094,29.570714285714285,0.2857142857142857,12.0,0.5714285714285713,2,Central
2566147,regular,other,1,['scdc0004'],noise,1,other,1,other,1.0,293.0,1.0,30,0.613648148148148,30.261199999999995,0.3,14.0,0.8333333333333331,2,Central
2566160,regular,other,1,['scdc0015'],noise,1,other,1,other,1.0,92.0,1.0,8,0.5964236111111111,20.985,0.25,22.0,0.375,2,West
2574863,regular,residential,1,['delac0134'],regular,1,residential,1,residential,1.0,63.0,1.0,4,12.447916666666666,39.67925,0.75,0.0,0.75,1,Central
2583545,regular,shopping_mall,1,['wbac0002'],regular,1,shopping_mall,1,shopping_mall,1.0,84.0,1.0,1,0.8886111111111111,10.607,1.0,13.0,1.0,1,Central
2585314,noise,residential,1,['delac0092'],noise,1,residential,1,residential,1.0,13.0,1.0,141,5.455886524822695,6.877886524822696,0.3262411347517731,20.0,0.9858156028368794,3,West
2586177,regular,residential,1,['scac0146'],regular,1,residential,1,residential,1.0,100.0,1.0,2,0.62125,4.465,0.0,16.0,1.0,1,West
2587969,regular,other,1,['scdc0011'],regular,1,other,1,other,1.0,222.0,1.0,10,1.1439722222222222,11.155899999999999,0.5,15.0,0.29999999999999993,2,West
2590212,regular,other,1,['wbac0011'],regular,1,other,1,other,1.0,224.0,1.0,1,1.024166666666667,11.064,0.0,11.0,1.0,1,East
2592976,regular,residential,1,['delac0343'],regular,1,residential,1,residential,1.0,30.0,1.0,44,3.666142676767677,23.83565909090909,0.29545454545454547,16.0,0.9772727272727271,1,West
2594658,regular,shopping_mall,1,['delac0008'],regular,1,shopping_mall,1,shopping_mall,1.0,49.0,1.0,8,11.15263888888889,40.932375,0.25,21.0,1.0,1,West
2602170,regular,other,1,['scdc0015'],noise,1,other,1,other,1.0,92.0,1.0,3,0.6537962962962963,35.1,1.0,16.0,0.6666666666666666,1,Central
2603019,regular,residential,1,['scac0009'],regular,1,residential,1,residential,1.0,35.0,1.0,3,4.802777777777777,31.486666666666668,0.3333333333333333,2.0,1.0,1,North
2614797,regular,tech_park,1,['wbac0057'],regular,1,tech_park,1,tech_park,1.0,16.0,1.0,1,0.6075,1.471,1.0,18.0,1.0,1,Central
2615155,regular,other,1,['wbac0035'],regular,1,other,1,other,1.0,196.0,1.0,1,2.2577777777777777,48.869,0.0,17.0,1.0,1,Central
2630598,regular,residential,1,['delac0076'],regular,1,residential,1,residential,1.0,50.0,1.0,13,7.331709401709402,32.664692307692306,0.15384615384615385,8.0,0.6923076923076923,1,Central
2636043,noise,residential,2,"['delac0274', 'delac0275']",noise,1,residential,1,residential,1.0,27.0,2.0,91,1.8528174603174603,15.18552747252747,0.24175824175824176,16.0,0.5494505494505493,3,West
2636064,noise,other,2,"['delac0274', 'scdc0001']",noise,1,residential,2,residential,2.0,95.0,2.0,101,2.0451842684268424,24.613663366336638,0.3564356435643564,4.0,0.46534653465346504,3,West
2636073,regular,other,1,['scdc0002'],noise,1,other,1,other,1.0,114.0,1.0,5,0.9927222222222223,37.89919999999999,0.2,3.0,0.4,2,East
2647478,regular,other,1,['scdc0007'],noise,1,other,1,other,1.0,504.0,1.0,1,1.2022222222222223,35.62,0.0,15.0,1.0,1,Central
2648719,regular,residential,2,"['delac0042', 'scac0142']",regular,1,residential,1,residential,1.0,66.0,2.0,2,5.493472222222222,23.737000000000002,0.5,10.0,0.5,2,Central
2665449,regular,residential,1,['delac0171'],noise,1,residential,1,residential,1.0,24.0,1.0,10,7.985055555555556,13.143199999999998,0.2,22.0,1.0,1,East
2673354,regular,residential,1,['delac0399'],regular,1,residential,1,residential,1.0,27.0,1.0,5,3.754777777777778,10.729600000000001,0.8,13.0,1.0,1,North
2689875,regular,residential,1,['delac0044'],regular,1,residential,1,residential,1.0,58.0,1.0,4,3.8163194444444444,19.445500000000003,0.75,12.0,0.75,1,Central
2694149,regular,residential,2,"['scac0071', 'scac0178']",regular,1,residential,1,residential,1.0,176.0,2.0,13,0.5405555555555556,3.686153846153846,0.15384615384615385,7.0,0.5384615384615384,1,West
2701478,regular,shopping_mall,1,['wbac0104'],regular,1,shopping_mall,1,shopping_mall,1.0,97.0,1.0,4,2.365763888888889,16.4515,0.75,6.0,0.75,2,Central
2701555,regular,residential,1,['delac0050'],regular,1,residential,1,residential,1.0,31.0,1.0,19,5.324444444444444,22.76078947368421,0.2631578947368421,19.0,1.0,1,Central
2714929,regular,residential,1,['delac0176'],regular,1,residential,1,residential,1.0,43.0,1.0,13,3.3882478632478628,21.822692307692307,0.38461538461538464,17.0,0.9230769230769232,1,West
2717399,regular,residential,2,"['delac0399', 'delac0209']",regular,2,residential,1,residential,1.0,23.0,2.0,2,5.716527777777777,34.179,0.5,0.0,0.5,2,Central
2728794,regular,other,1,['wbac0161'],noise,1,other,1,other,1.0,18.0,1.0,6,6.810185185185186,21.61366666666667,0.0,9.0,1.0,1,East
2737919,regular,other,1,['wbac0014'],regular,1,other,1,other,1.0,263.0,1.0,3,1.2105555555555556,8.456000000000001,0.0,14.0,1.0,1,East
2737967,regular,shopping_mall,2,"['delac0029', 'WBAC0089']",regular,1,shopping_mall,2,shopping_mall,1.0,74.5,1.0,2,0.5868055555555555,4.077999999999999,0.0,11.0,0.5,1,Central
2747198,noise,residential,1,['delac0233'],noise,1,residential,1,residential,1.0,26.0,1.0,69,3.854553140096618,21.43078260869565,0.30434782608695654,18.0,0.7826086956521738,1,East
2749204,regular,residential,1,['delac0157'],regular,1,residential,1,residential,1.0,23.0,1.0,1,12.734166666666669,22.862,0.0,17.0,1.0,1,Central
