INFORMATION TYPE,DATE,PERIOD,USEP ($/MWh),LCP ($/MWh),DEMAND (MW),SOLAR(MW),TCL (MW),RUSEP ($/MWh),MAP ($/MWh),MAPT ($/MWh),TPC Applied
USEP,12-Jan-2025,25,99.77,0.0,6037.079,245.06,0.0,99.77,93.29,534.25,No
USEP,12-Jan-2025,26,93.53,0.0,5921.566,367.48,0.0,93.53,93.29,534.25,No
USEP,12-Jan-2025,27,89.0,0.0,5841.48,443.81,0.0,89.0,93.10,534.25,No
USEP,12-Jan-2025,28,84.45,0.0,5795.457,467.05,0.0,84.45,92.81,534.25,No
USEP,12-Jan-2025,29,93.34,0.0,5940.904,314.9,0.0,93.34,92.74,534.25,No
USEP,12-Jan-2025,30,91.68,0.0,5893.65,400.21,0.0,91.68,92.70,534.25,No
USEP,12-Jan-2025,31,93.08,0.0,5941.998,307.36,0.0,93.08,92.57,534.25,No
USEP,12-Jan-2025,32,99.79,0.0,6106.395,182.08,0.0,99.79,92.52,534.25,No
USEP,12-Jan-2025,33,98.63,0.0,6102.002,228.87,0.0,98.63,92.45,534.25,No
USEP,12-Jan-2025,34,102.19,0.0,6181.353,158.19,0.0,102.19,92.63,534.25,No
USEP,12-Jan-2025,35,119.29,0.0,6275.843,76.89,0.0,119.29,93.11,534.25,No
USEP,12-Jan-2025,36,111.84,0.0,6221.635,135.75,0.0,111.84,93.43,534.25,No
USEP,12-Jan-2025,37,109.87,0.0,6334.588,50.79,0.0,109.87,93.70,534.25,No
USEP,12-Jan-2025,38,125.9,0.0,6438.257,27.56,0.0,125.9,94.38,534.25,No
USEP,12-Jan-2025,39,106.65,0.0,6520.814,2.05,0.0,106.65,94.61,534.25,No
USEP,12-Jan-2025,40,102.42,0.0,6568.67,0.0,0.0,102.42,94.75,534.25,No
USEP,12-Jan-2025,41,104.32,0.0,6582.735,0.0,0.0,104.32,94.92,534.25,No
USEP,12-Jan-2025,42,116.73,0.0,6573.531,0.0,0.0,116.73,95.34,534.25,No
USEP,12-Jan-2025,43,104.57,0.0,6518.384,0.0,0.0,104.57,95.53,534.25,No
USEP,12-Jan-2025,44,99.75,0.0,6388.011,0.0,0.0,99.75,95.67,534.25,No
USEP,12-Jan-2025,45,93.58,0.0,6237.568,0.0,0.0,93.58,95.71,534.25,No
USEP,12-Jan-2025,46,87.48,0.0,6101.729,0.0,0.0,87.48,95.69,534.25,No
USEP,12-Jan-2025,47,81.58,0.0,5973.165,0.0,0.0,81.58,95.61,534.25,No
USEP,12-Jan-2025,48,83.05,0.0,5961.55,0.0,0.0,83.05,95.65,534.25,No
USEP,13-Jan-2025,1,93.54,0.0,5942.922,0.0,0.0,93.54,95.66,534.25,No
USEP,13-Jan-2025,2,92.9,0.0,5803.678,0.0,0.0,92.9,95.75,534.25,No
USEP,13-Jan-2025,3,81.5,0.0,5572.777,0.0,0.0,81.5,95.50,534.25,No
USEP,13-Jan-2025,4,80.83,0.0,5498.719,0.0,0.0,80.83,95.28,534.25,No
USEP,13-Jan-2025,5,78.18,0.0,5437.901,0.0,0.0,78.18,95.09,534.25,No
USEP,13-Jan-2025,6,78.18,0.0,5401.227,0.0,0.0,78.18,94.96,534.25,No
USEP,13-Jan-2025,7,77.95,0.0,5369.926,0.0,0.0,77.95,94.81,534.25,No
USEP,13-Jan-2025,8,77.95,0.0,5351.438,0.0,0.0,77.95,94.66,534.25,No
USEP,13-Jan-2025,9,77.94,0.0,5368.932,0.0,0.0,77.94,94.49,534.25,No
USEP,13-Jan-2025,10,78.68,0.0,5414.328,0.0,0.0,78.68,94.31,534.25,No
USEP,13-Jan-2025,11,82.02,0.0,5511.238,0.0,0.0,82.02,94.24,534.25,No
USEP,13-Jan-2025,12,87.22,0.0,5675.969,0.0,0.0,87.22,94.21,534.25,No
USEP,13-Jan-2025,13,87.88,0.0,5869.401,0.0,0.0,87.88,94.17,534.25,No
USEP,13-Jan-2025,14,93.46,0.0,6078.36,0.0,0.0,93.46,94.17,534.25,No
USEP,13-Jan-2025,15,101.94,0.0,6317.372,0.07,0.0,101.94,94.39,534.25,No
USEP,13-Jan-2025,16,119.59,0.0,6527.837,7.08,0.0,119.59,94.93,534.25,No
USEP,13-Jan-2025,17,125.72,0.0,6706.573,32.55,0.0,125.72,95.53,534.25,No
USEP,13-Jan-2025,18,125.73,0.0,6827.244,28.06,0.0,125.73,96.03,534.25,No
USEP,13-Jan-2025,19,109.78,0.0,6868.192,61.53,0.0,109.78,96.20,534.25,No
USEP,13-Jan-2025,20,125.91,0.0,6961.638,44.85,0.0,125.91,96.87,534.25,No
USEP,13-Jan-2025,21,131.64,0.0,7000.543,74.26,0.0,131.64,97.53,534.25,No
USEP,13-Jan-2025,22,109.39,0.0,6907.818,187.51,0.0,109.39,97.86,534.25,No
USEP,13-Jan-2025,23,102.12,0.0,6856.105,219.45,0.0,102.12,98.04,534.25,No
USEP,13-Jan-2025,24,93.52,0.0,6670.933,321.81,0.0,93.52,98.04,534.25,No
USEP,13-Jan-2025,25,93.46,0.0,6644.999,288.37,0.0,93.46,97.91,534.25,No
USEP,13-Jan-2025,26,96.63,0.0,6717.462,259.98,0.0,96.63,97.98,534.25,No
USEP,13-Jan-2025,27,93.57,0.0,6682.975,335.86,0.0,93.57,98.07,534.25,No
USEP,13-Jan-2025,28,89.76,0.0,6645.347,345.57,0.0,89.76,98.18,534.25,No
USEP,13-Jan-2025,29,95.62,0.0,6781.968,256.96,0.0,95.62,98.23,534.25,No
USEP,13-Jan-2025,30,97.04,0.0,6830.927,262.95,0.0,97.04,98.34,534.25,No
USEP,13-Jan-2025,31,102.0,0.0,6874.941,254.71,0.0,102.0,98.53,534.25,No
USEP,13-Jan-2025,32,107.04,0.0,6939.069,196.99,0.0,107.04,98.68,534.25,No
USEP,13-Jan-2025,33,125.75,0.0,6989.838,135.58,0.0,125.75,99.24,534.25,No
USEP,13-Jan-2025,34,102.34,0.0,6939.328,171.28,0.0,102.34,99.25,534.25,No
USEP,13-Jan-2025,35,102.15,0.0,6953.805,143.15,0.0,102.15,98.89,534.25,No
USEP,13-Jan-2025,36,102.14,0.0,6923.309,98.21,0.0,102.14,98.69,534.25,No
USEP,13-Jan-2025,37,125.9,0.0,6886.293,71.96,0.0,125.9,99.02,534.25,No
USEP,13-Jan-2025,38,109.79,0.0,6916.54,33.67,0.0,109.79,98.69,534.25,No
USEP,13-Jan-2025,39,125.79,0.0,6963.919,3.12,0.0,125.79,99.08,534.25,No
USEP,13-Jan-2025,40,123.96,0.0,6952.051,0.0,0.0,123.96,99.53,534.25,No
USEP,13-Jan-2025,41,123.96,0.0,6930.108,0.0,0.0,123.96,99.94,534.25,No
USEP,13-Jan-2025,42,109.88,0.0,6881.76,0.0,0.0,109.88,99.80,534.25,No
USEP,13-Jan-2025,43,109.78,0.0,6796.351,0.0,0.0,109.78,99.91,534.25,No
USEP,13-Jan-2025,44,99.71,0.0,6627.778,0.0,0.0,99.71,99.91,534.25,No
USEP,13-Jan-2025,45,93.53,0.0,6447.462,0.0,0.0,93.53,99.91,534.25,No
USEP,13-Jan-2025,46,93.52,0.0,6283.611,0.0,0.0,93.52,100.03,534.25,No
USEP,13-Jan-2025,47,85.84,0.0,6136.623,0.0,0.0,85.84,100.12,534.25,No
USEP,13-Jan-2025,48,80.95,0.0,5922.496,0.0,0.0,80.95,100.08,534.25,No
USEP,14-Jan-2025,1,86.27,0.0,5731.31,0.0,0.0,86.27,99.93,534.25,No
USEP,14-Jan-2025,2,84.59,0.0,5610.047,0.0,0.0,84.59,99.75,534.25,No
USEP,14-Jan-2025,3,91.33,0.0,5596.434,0.0,0.0,91.33,99.96,534.25,No
USEP,14-Jan-2025,4,88.86,0.0,5526.108,0.0,0.0,88.86,100.12,534.25,No
USEP,14-Jan-2025,5,88.42,0.0,5471.185,0.0,0.0,88.42,100.34,534.25,No
USEP,14-Jan-2025,6,88.01,0.0,5429.7,0.0,0.0,88.01,100.54,534.25,No
USEP,14-Jan-2025,7,87.96,0.0,5404.105,0.0,0.0,87.96,100.75,534.25,No
USEP,14-Jan-2025,8,87.93,0.0,5399.115,0.0,0.0,87.93,100.96,534.25,No
USEP,14-Jan-2025,9,87.95,0.0,5408.14,0.0,0.0,87.95,101.17,534.25,No
USEP,14-Jan-2025,10,88.52,0.0,5459.958,0.0,0.0,88.52,101.37,534.25,No
USEP,14-Jan-2025,11,93.22,0.0,5563.587,0.0,0.0,93.22,101.61,534.25,No
USEP,14-Jan-2025,12,101.72,0.0,5750.26,0.0,0.0,101.72,101.91,534.25,No
USEP,14-Jan-2025,13,98.92,0.0,5953.369,0.0,0.0,98.92,102.14,534.25,No
USEP,14-Jan-2025,14,113.91,0.0,6165.449,0.0,0.0,113.91,102.56,534.25,No
USEP,14-Jan-2025,15,125.66,0.0,6367.281,0.07,0.0,125.66,103.06,534.25,No
USEP,14-Jan-2025,16,155.9,0.0,6593.525,6.31,0.0,155.9,103.81,534.25,No
USEP,14-Jan-2025,17,187.22,0.0,6765.557,31.28,0.0,187.22,105.10,534.25,No
USEP,14-Jan-2025,18,125.86,0.0,6820.251,69.13,0.0,125.86,105.10,534.25,No
USEP,14-Jan-2025,19,102.1,0.0,6748.599,193.15,0.0,102.1,104.94,534.25,No
USEP,14-Jan-2025,20,97.69,0.0,6756.591,245.31,0.0,97.69,104.35,534.25,No
USEP,14-Jan-2025,21,102.01,0.0,6769.244,283.33,0.0,102.01,103.73,534.25,No
USEP,14-Jan-2025,22,93.53,0.0,6661.182,368.91,0.0,93.53,103.40,534.25,No
USEP,14-Jan-2025,23,96.22,0.0,6740.374,311.82,0.0,96.22,103.28,534.25,No
USEP,14-Jan-2025,24,92.22,0.0,6558.293,466.26,0.0,92.22,103.25,534.25,No
USEP,14-Jan-2025,25,93.63,0.0,6625.01,364.38,0.0,93.63,103.26,534.25,No
USEP,14-Jan-2025,26,90.73,0.0,6509.318,493.91,0.0,90.73,103.13,534.25,No
USEP,14-Jan-2025,27,95.32,0.0,6689.948,353.7,0.0,95.32,103.17,534.25,No
USEP,14-Jan-2025,28,97.64,0.0,6759.424,343.34,0.0,97.64,103.33,534.25,No
USEP,14-Jan-2025,29,102.7,0.0,6852.397,274.33,0.0,102.7,103.48,534.25,No
USEP,14-Jan-2025,30,102.02,0.0,6839.908,278.24,0.0,102.02,103.59,534.25,No
USEP,14-Jan-2025,31,102.32,0.0,6857.646,266.24,0.0,102.32,103.59,534.25,No
USEP,14-Jan-2025,32,97.68,0.0,6793.712,305.41,0.0,97.68,103.40,534.25,No
USEP,14-Jan-2025,33,96.02,0.0,6784.691,305.85,0.0,96.02,102.78,534.25,No
USEP,14-Jan-2025,34,104.75,0.0,6924.448,195.59,0.0,104.75,102.83,534.25,No
USEP,14-Jan-2025,35,109.99,0.0,6963.189,143.16,0.0,109.99,102.99,534.25,No
USEP,14-Jan-2025,36,102.15,0.0,6889.926,144.74,0.0,102.15,102.99,534.25,No
USEP,14-Jan-2025,37,103.73,0.0,6862.308,113.04,0.0,103.73,102.53,534.25,No
USEP,14-Jan-2025,38,109.27,0.0,6899.965,64.12,0.0,109.27,-,-,No
USEP,14-Jan-2025,39,125.78,0.0,6958.224,3.96,0.0,125.78,-,-,No
USEP,14-Jan-2025,40,125.79,0.0,6975.057,0.0,0.0,125.79,-,-,No
USEP,14-Jan-2025,41,125.79,0.0,6945.237,0.0,0.0,125.79,-,-,No
USEP,14-Jan-2025,42,125.79,0.0,6893.604,0.0,0.0,125.79,-,-,No
USEP,14-Jan-2025,43,125.91,0.0,6805.192,0.0,0.0,125.91,-,-,No
USEP,14-Jan-2025,44,106.02,0.0,6629.031,0.0,0.0,106.02,-,-,No
USEP,14-Jan-2025,45,102.01,0.0,6451.741,0.0,0.0,102.01,100.66,534.25,No
USEP,14-Jan-2025,46,105.47,0.0,6292.313,0.0,0.0,105.47,100.95,534.25,No
USEP,14-Jan-2025,47,98.68,0.0,6136.181,0.0,0.0,98.68,101.26,534.25,No
USEP,14-Jan-2025,48,95.66,0.0,5929.483,0.0,0.0,95.66,101.62,534.25,No
USEP,15-Jan-2025,1,93.26,0.0,5731.762,0.0,0.0,93.26,101.79,534.25,No
USEP,15-Jan-2025,2,92.6,0.0,5613.426,0.0,0.0,92.6,101.99,534.25,No
USEP,15-Jan-2025,3,93.29,0.0,5572.19,0.0,0.0,93.29,102.04,534.25,No
USEP,15-Jan-2025,4,93.25,0.0,5508.837,0.0,0.0,93.25,102.14,534.25,No
USEP,15-Jan-2025,5,90.66,0.0,5462.134,0.0,0.0,90.66,102.20,534.25,No
USEP,15-Jan-2025,6,90.62,0.0,5416.579,0.0,0.0,90.62,102.26,534.25,No
USEP,15-Jan-2025,7,90.56,0.0,5396.436,0.0,0.0,90.56,102.32,534.25,No
USEP,15-Jan-2025,8,90.56,0.0,5394.513,0.0,0.0,90.56,102.39,534.25,No
USEP,15-Jan-2025,9,90.55,0.0,5396.133,0.0,0.0,90.55,102.45,534.25,No
USEP,15-Jan-2025,10,90.58,0.0,5452.279,0.0,0.0,90.58,102.50,534.25,No
USEP,15-Jan-2025,11,92.02,0.0,5563.343,0.0,0.0,92.02,102.47,534.25,No
USEP,15-Jan-2025,12,101.85,0.0,5756.567,0.0,0.0,101.85,102.48,534.25,No
USEP,15-Jan-2025,13,99.38,0.0,5959.741,0.0,0.0,99.38,102.49,534.25,No
USEP,15-Jan-2025,14,102.01,0.0,6159.361,0.0,0.0,102.01,102.20,534.25,No
USEP,15-Jan-2025,15,111.99,0.0,6374.313,0.05,0.0,111.99,101.86,534.25,No
USEP,15-Jan-2025,16,125.71,0.0,6577.104,6.77,0.0,125.71,101.13,534.25,No
USEP,15-Jan-2025,17,125.76,0.0,6742.993,32.92,0.0,125.76,99.63,534.25,No
USEP,15-Jan-2025,18,114.32,0.0,6828.054,47.62,0.0,114.32,99.35,534.25,No
USEP,15-Jan-2025,19,114.22,0.0,6839.63,73.9,0.0,114.22,99.64,534.25,No
USEP,15-Jan-2025,20,102.22,0.0,6815.108,161.55,0.0,102.22,99.75,534.25,No
USEP,15-Jan-2025,21,114.46,0.0,6824.123,208.37,0.0,114.46,100.06,534.25,No
USEP,15-Jan-2025,22,125.76,0.0,6866.139,176.8,0.0,125.76,100.84,534.25,No
USEP,15-Jan-2025,23,93.0,0.0,6741.397,269.44,0.0,93.0,100.76,534.25,No
USEP,15-Jan-2025,24,89.89,0.0,6598.848,348.53,0.0,89.89,100.71,534.25,No
USEP,15-Jan-2025,25,89.82,0.0,6535.396,364.88,0.0,89.82,100.61,534.25,No
USEP,15-Jan-2025,26,89.89,0.0,6580.389,328.18,0.0,89.89,100.59,534.25,No
USEP,15-Jan-2025,27,90.66,0.0,6658.592,333.15,0.0,90.66,100.48,534.25,No
USEP,15-Jan-2025,28,90.66,0.0,6681.588,374.73,0.0,90.66,100.31,534.25,No
USEP,15-Jan-2025,29,99.2,0.0,6783.642,299.11,0.0,99.2,100.23,534.25,No
USEP,15-Jan-2025,30,102.22,0.0,6836.374,228.42,0.0,102.22,100.23,534.25,No
USEP,15-Jan-2025,31,106.35,0.0,6884.225,202.45,0.0,106.35,100.33,534.25,No
USEP,15-Jan-2025,32,105.84,0.0,6879.414,220.43,0.0,105.84,100.53,534.25,No
USEP,15-Jan-2025,33,118.49,0.0,6993.66,109.77,0.0,118.49,101.08,534.25,No
USEP,15-Jan-2025,34,125.78,0.0,6999.639,113.36,0.0,125.78,101.59,534.25,No
USEP,15-Jan-2025,35,111.62,0.0,6936.699,151.84,0.0,111.62,101.63,534.25,No
USEP,15-Jan-2025,36,102.11,0.0,6856.935,146.12,0.0,102.11,101.63,534.25,No
USEP,15-Jan-2025,37,102.21,0.0,6830.793,117.0,0.0,102.21,101.59,534.25,No
USEP,15-Jan-2025,38,108.57,0.0,6881.566,46.38,0.0,108.57,101.76,534.25,No
USEP,15-Jan-2025,39,114.27,0.0,6915.452,3.28,0.0,114.27,102.05,534.25,No
USEP,15-Jan-2025,40,114.28,0.0,6921.843,0.0,0.0,114.28,102.33,534.25,No
USEP,15-Jan-2025,41,114.28,0.0,6904.722,0.0,0.0,114.28,102.59,534.25,No
USEP,15-Jan-2025,42,111.61,0.0,6854.544,0.0,0.0,111.61,102.79,534.25,No
USEP,15-Jan-2025,43,105.98,0.0,6758.559,0.0,0.0,105.98,102.85,534.25,No
USEP,15-Jan-2025,44,98.28,0.0,6596.055,0.0,0.0,98.28,102.76,534.25,No
USEP,15-Jan-2025,45,94.49,0.0,6422.184,0.0,0.0,94.49,102.60,534.25,No
USEP,15-Jan-2025,46,91.22,0.0,6267.115,0.0,0.0,91.22,102.31,534.25,No
USEP,15-Jan-2025,47,85.58,0.0,6123.323,0.0,0.0,85.58,102.03,534.25,No
USEP,15-Jan-2025,48,84.35,0.0,5962.479,0.0,0.0,84.35,101.80,534.25,No
USEP,16-Jan-2025,1,85.11,0.0,5807.862,0.0,0.0,85.11,101.63,531.68,No
USEP,16-Jan-2025,2,83.76,0.0,5692.464,0.0,0.0,83.76,101.44,531.68,No
USEP,16-Jan-2025,3,83.03,0.0,5613.655,0.0,0.0,83.03,101.23,531.68,No
USEP,16-Jan-2025,4,78.13,0.0,5551.386,0.0,0.0,78.13,100.91,531.68,No
USEP,16-Jan-2025,5,75.81,0.0,5497.928,0.0,0.0,75.81,100.61,531.68,No
USEP,16-Jan-2025,6,80.29,0.0,5468.158,0.0,0.0,80.29,100.39,531.68,No
USEP,16-Jan-2025,7,78.78,0.0,5436.569,0.0,0.0,78.78,100.14,531.68,No
USEP,16-Jan-2025,8,78.78,0.0,5428.264,0.0,0.0,78.78,99.90,531.68,No
USEP,16-Jan-2025,9,78.78,0.0,5431.514,0.0,0.0,78.78,99.65,531.68,No
USEP,16-Jan-2025,10,83.47,0.0,5481.289,0.0,0.0,83.47,99.51,531.68,No
USEP,16-Jan-2025,11,84.37,0.0,5584.834,0.0,0.0,84.37,99.35,531.68,No
USEP,16-Jan-2025,12,85.38,0.0,5777.68,0.0,0.0,85.38,99.00,531.68,No
USEP,16-Jan-2025,13,92.01,0.0,5982.056,0.0,0.0,92.01,98.85,531.68,No
USEP,16-Jan-2025,14,105.25,0.0,6182.417,0.0,0.0,105.25,98.92,531.68,No
USEP,16-Jan-2025,15,113.43,0.0,6387.757,0.09,0.0,113.43,98.95,531.68,No
USEP,16-Jan-2025,16,114.38,0.0,6597.953,6.55,0.0,114.38,98.71,531.68,No
USEP,16-Jan-2025,17,114.42,0.0,6761.292,33.11,0.0,114.42,98.48,531.68,No
USEP,16-Jan-2025,18,125.87,0.0,6831.638,67.29,0.0,125.87,98.72,531.68,No
USEP,16-Jan-2025,19,114.16,0.0,6812.618,140.32,0.0,114.16,98.71,531.68,No
USEP,16-Jan-2025,20,102.21,0.0,6740.627,263.01,0.0,102.21,98.71,531.68,No
USEP,16-Jan-2025,21,104.55,0.0,6759.533,292.53,0.0,104.55,98.51,531.68,No
USEP,16-Jan-2025,22,94.65,0.0,6640.159,430.25,0.0,94.65,97.86,531.68,No
USEP,16-Jan-2025,23,90.0,0.0,6600.528,451.8,0.0,90.0,97.80,531.68,No
USEP,16-Jan-2025,24,89.73,0.0,6498.474,491.88,0.0,89.73,97.79,531.68,No
USEP,16-Jan-2025,25,89.69,0.0,6471.203,482.72,0.0,89.69,97.79,531.68,No
USEP,16-Jan-2025,26,86.86,0.0,6374.472,602.6,0.0,86.86,97.73,531.68,No
USEP,16-Jan-2025,27,89.71,0.0,6465.259,589.74,0.0,89.71,97.71,531.68,No
USEP,16-Jan-2025,28,89.93,0.0,6578.058,521.51,0.0,89.93,97.69,531.68,No
USEP,16-Jan-2025,29,90.76,0.0,6599.246,541.37,0.0,90.76,97.52,531.68,No
USEP,16-Jan-2025,30,89.9,0.0,6556.126,543.49,0.0,89.9,97.26,531.68,No
USEP,16-Jan-2025,31,102.25,0.0,6710.265,427.52,0.0,102.25,97.18,531.68,No
USEP,16-Jan-2025,32,107.09,0.0,6757.351,386.88,0.0,107.09,97.20,531.68,No
USEP,16-Jan-2025,33,102.21,0.0,6733.823,393.81,0.0,102.21,96.86,531.68,No
USEP,16-Jan-2025,34,96.66,0.0,6685.639,414.04,0.0,96.66,96.26,531.68,No
USEP,16-Jan-2025,35,102.06,0.0,6733.803,358.22,0.0,102.06,96.06,531.68,No
USEP,16-Jan-2025,36,102.06,0.0,6778.881,281.8,0.0,102.06,96.06,531.68,No
USEP,16-Jan-2025,37,114.39,0.0,6855.081,174.86,0.0,114.39,96.31,531.68,No
USEP,16-Jan-2025,38,125.37,0.0,6937.524,73.12,0.0,125.37,96.66,531.68,No
USEP,16-Jan-2025,39,125.91,0.0,6998.62,3.96,0.0,125.91,96.90,531.68,No
USEP,16-Jan-2025,40,126.1,0.0,7004.102,0.0,0.0,126.1,97.15,531.68,No
USEP,16-Jan-2025,41,125.92,0.0,6977.289,0.0,0.0,125.92,97.39,531.68,No
USEP,16-Jan-2025,42,125.91,0.0,6929.378,0.0,0.0,125.91,97.69,531.68,No
USEP,16-Jan-2025,43,125.77,0.0,6830.251,0.0,0.0,125.77,98.10,531.68,No
USEP,16-Jan-2025,44,114.22,0.0,6673.11,0.0,0.0,114.22,98.43,531.68,No
USEP,16-Jan-2025,45,104.66,0.0,6496.695,0.0,0.0,104.66,98.64,531.68,No
USEP,16-Jan-2025,46,102.03,0.0,6351.123,0.0,0.0,102.03,98.87,531.68,No
USEP,16-Jan-2025,47,101.85,0.0,6205.81,0.0,0.0,101.85,99.21,531.68,No
USEP,16-Jan-2025,48,93.07,0.0,5973.478,0.0,0.0,93.07,99.39,531.68,No
USEP,17-Jan-2025,1,84.23,0.0,5745.315,0.0,0.0,84.23,99.37,531.68,No
USEP,17-Jan-2025,2,82.68,0.0,5634.653,0.0,0.0,82.68,99.35,531.68,No
USEP,17-Jan-2025,3,85.24,0.0,5660.432,0.0,0.0,85.24,99.40,531.68,No
USEP,17-Jan-2025,4,90.38,0.0,5604.594,0.0,0.0,90.38,99.65,531.68,No
USEP,17-Jan-2025,5,87.92,0.0,5542.952,0.0,0.0,87.92,99.90,531.68,No
USEP,17-Jan-2025,6,85.95,0.0,5506.894,0.0,0.0,85.95,100.02,531.68,No
USEP,17-Jan-2025,7,85.91,0.0,5472.551,0.0,0.0,85.91,100.17,531.68,No
USEP,17-Jan-2025,8,85.1,0.0,5462.487,0.0,0.0,85.1,100.30,531.68,No
USEP,17-Jan-2025,9,85.35,0.0,5479.147,0.0,0.0,85.35,100.44,531.68,No
USEP,17-Jan-2025,10,85.36,0.0,5529.612,0.0,0.0,85.36,100.48,531.68,No
USEP,17-Jan-2025,11,104.9,0.0,5648.768,0.0,0.0,104.9,100.91,531.68,No
USEP,17-Jan-2025,12,109.59,0.0,5837.658,0.0,0.0,109.59,101.41,531.68,No
USEP,17-Jan-2025,13,105.03,0.0,6037.481,0.0,0.0,105.03,101.68,531.68,No
USEP,17-Jan-2025,14,111.34,0.0,6236.828,0.0,0.0,111.34,101.81,531.68,No
USEP,17-Jan-2025,15,125.84,0.0,6431.274,0.3,0.0,125.84,102.07,531.68,No
USEP,17-Jan-2025,16,128.85,0.0,6620.005,6.78,0.0,128.85,102.37,531.68,No
USEP,17-Jan-2025,17,125.88,0.0,6740.841,35.73,0.0,125.88,102.61,531.68,No
USEP,17-Jan-2025,18,125.76,0.0,6766.978,95.31,0.0,125.76,102.60,531.68,No
USEP,17-Jan-2025,19,111.18,0.0,6770.909,169.54,0.0,111.18,102.54,531.68,No
USEP,17-Jan-2025,20,105.14,0.0,6721.587,298.48,0.0,105.14,102.60,531.68,No
USEP,17-Jan-2025,21,106.45,0.0,6761.069,328.05,0.0,106.45,102.64,531.68,No
USEP,17-Jan-2025,22,106.89,0.0,6765.651,335.3,0.0,106.89,102.90,531.68,No
USEP,17-Jan-2025,23,95.6,0.0,6634.9,425.26,0.0,95.6,103.01,531.68,No
USEP,17-Jan-2025,24,93.76,0.0,6458.659,556.39,0.0,93.76,103.10,531.68,No
USEP,17-Jan-2025,25,89.34,0.0,6330.587,607.36,0.0,89.34,103.09,531.68,No
USEP,17-Jan-2025,26,94.05,0.0,6553.914,432.09,0.0,94.05,103.24,531.68,No
USEP,17-Jan-2025,27,93.87,0.0,6491.918,582.64,0.0,93.87,103.33,531.68,No
USEP,17-Jan-2025,28,93.72,0.0,6517.395,595.73,0.0,93.72,103.41,531.68,No
USEP,17-Jan-2025,29,93.86,0.0,6597.799,521.82,0.0,93.86,103.47,531.68,No
USEP,17-Jan-2025,30,93.9,0.0,6660.595,420.6,0.0,93.9,103.55,531.68,No
USEP,17-Jan-2025,31,93.7,0.0,6574.122,465.44,0.0,93.7,103.38,531.68,No
USEP,17-Jan-2025,32,105.11,0.0,6830.773,266.27,0.0,105.11,103.33,531.68,No
USEP,17-Jan-2025,33,93.95,0.0,6752.789,346.24,0.0,93.95,103.16,531.68,No
USEP,17-Jan-2025,34,105.27,0.0,6991.438,99.55,0.0,105.27,103.34,531.68,No
USEP,17-Jan-2025,35,93.95,0.0,6790.218,271.51,0.0,93.95,103.17,531.68,No
USEP,17-Jan-2025,36,94.06,0.0,6825.346,155.21,0.0,94.06,103.01,531.68,No
USEP,17-Jan-2025,37,105.27,0.0,6880.96,80.46,0.0,105.27,102.82,531.68,No
USEP,17-Jan-2025,38,110.02,0.0,6940.217,34.27,0.0,110.02,102.50,531.68,No
USEP,17-Jan-2025,39,109.5,0.0,6927.857,4.06,0.0,109.5,102.15,531.68,No
USEP,17-Jan-2025,40,105.3,0.0,6894.841,0.0,0.0,105.3,101.72,531.68,No
USEP,17-Jan-2025,41,105.25,0.0,6862.943,0.0,0.0,105.25,101.29,531.68,No
USEP,17-Jan-2025,42,105.1,0.0,6787.121,0.0,0.0,105.1,100.86,531.68,No
USEP,17-Jan-2025,43,95.22,0.0,6675.142,0.0,0.0,95.22,100.22,531.68,No
USEP,17-Jan-2025,44,105.09,0.0,6515.207,0.0,0.0,105.09,100.03,531.68,No
USEP,17-Jan-2025,45,104.47,0.0,6354.806,0.0,0.0,104.47,100.03,531.68,No
USEP,17-Jan-2025,46,93.83,0.0,6202.699,0.0,0.0,93.83,99.86,531.68,No
USEP,17-Jan-2025,47,93.75,0.0,6085.188,0.0,0.0,93.75,99.69,531.68,No
USEP,17-Jan-2025,48,95.27,0.0,6019.261,0.0,0.0,95.27,99.73,531.68,No
USEP,18-Jan-2025,1,105.2,0.0,5989.76,0.0,0.0,105.2,100.17,531.68,No
USEP,18-Jan-2025,2,105.19,0.0,5895.921,0.0,0.0,105.19,100.64,531.68,No
USEP,18-Jan-2025,3,93.85,0.0,5729.714,0.0,0.0,93.85,100.82,531.68,No
USEP,18-Jan-2025,4,85.28,0.0,5633.977,0.0,0.0,85.28,100.71,531.68,No
USEP,18-Jan-2025,5,84.27,0.0,5571.047,0.0,0.0,84.27,100.64,531.68,No
USEP,18-Jan-2025,6,82.74,0.0,5527.346,0.0,0.0,82.74,100.57,531.68,No
USEP,18-Jan-2025,7,80.81,0.0,5493.818,0.0,0.0,80.81,100.46,531.68,No
USEP,18-Jan-2025,8,79.14,0.0,5466.15,0.0,0.0,79.14,100.34,531.68,No
USEP,18-Jan-2025,9,79.14,0.0,5464.962,0.0,0.0,79.14,100.21,531.68,No
USEP,18-Jan-2025,10,82.96,0.0,5488.734,0.0,0.0,82.96,100.16,531.68,No
USEP,18-Jan-2025,11,84.17,0.0,5536.088,0.0,0.0,84.17,99.73,531.68,No
USEP,18-Jan-2025,12,85.32,0.0,5604.023,0.0,0.0,85.32,99.22,531.68,No
USEP,18-Jan-2025,13,91.16,0.0,5693.682,0.0,0.0,91.16,98.93,531.68,No
USEP,18-Jan-2025,14,96.71,0.0,5789.399,0.0,0.0,96.71,98.63,531.68,No
