temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
26.0,25.0,94.0,0.0,,50.0,18.55,,1010.5,,3.0
26.0,25.0,94.0,0.0,,50.0,16.6,,1011.0,,3.0
26.0,24.5,91.5,0.0,,50.0,16.6,,1011.5,,2.5
26.0,24.0,89.0,0.0,,50.0,16.6,,1012.0,,2.0
26.0,24.0,89.0,0.9,,45.0,16.6,,1012.5,,5.5
26.0,24.0,89.0,1.8,,40.0,16.6,,1013.0,,9.0
26.0,24.0,89.0,0.9,,30.0,15.700000000000001,,1013.0,,6.0
26.0,24.0,89.0,0.0,,20.0,14.8,,1013.0,,3.0
26.0,24.0,89.0,0.05,,30.0,14.8,,1013.0,,5.0
26.0,24.0,89.0,0.1,,40.0,14.8,,1013.0,,7.0
26.0,24.0,89.0,0.05,,40.0,17.65,,1012.5,,5.0
26.0,24.0,89.0,0.0,,40.0,20.5,,1012.0,,3.0
26.0,24.0,89.0,0.1,,35.0,15.85,,1011.5,,5.0
26.0,24.0,89.0,0.2,,30.0,11.2,,1011.0,,7.0
26.0,24.0,89.0,0.1,,25.0,13.0,,1011.0,,5.0
26.0,24.0,89.0,0.0,,20.0,14.8,,1011.0,,3.0
26.0,24.0,89.0,0.0,,20.0,13.0,,1011.0,,3.0
26.0,24.0,89.0,0.0,,20.0,11.2,,1011.0,,3.0
26.0,24.0,89.0,0.0,,20.0,12.1,,1011.0,,3.0
26.0,24.0,89.0,0.0,,20.0,13.0,,1011.0,,3.0
26.0,24.0,89.0,0.0,,25.0,13.9,,1011.0,,3.0
26.0,24.0,89.0,0.0,,30.0,14.8,,1011.0,,3.0
26.0,24.0,89.0,0.0,,25.0,14.8,,1011.5,,3.0
26.0,24.0,89.0,0.0,,20.0,14.8,,1012.0,,3.0
26.5,24.05,86.5,0.0,,30.0,15.700000000000001,,1012.5,,3.0
27.0,24.1,84.0,0.0,,40.0,16.6,,1013.0,,3.0
27.5,24.05,81.5,0.0,,40.0,18.55,,1013.0,,3.0
28.0,24.0,79.0,0.0,,40.0,20.5,,1013.0,,3.0
29.0,23.45,72.5,0.1,,40.0,21.4,,1013.0,,5.0
30.0,22.9,66.0,0.2,,40.0,22.3,,1013.0,,7.0
30.5,23.4,66.0,1.2499999999999998,,35.0,23.200000000000003,,1013.0,,8.0
31.0,23.9,66.0,2.3,,30.0,24.1,,1013.0,,9.0
30.5,23.4,66.0,1.3499999999999999,,35.0,24.1,,1012.5,,8.5
30.0,22.9,66.0,0.4,,40.0,24.1,,1012.0,,8.0
30.5,23.9,68.0,0.30000000000000004,,45.0,24.1,,1011.5,,7.5
31.0,24.9,70.0,0.2,,50.0,24.1,,1011.0,,7.0
31.0,23.45,64.5,1.2499999999999998,,45.0,27.9,,1010.0,,8.0
31.0,22.0,59.0,2.3,,40.0,31.7,,1009.0,,9.0
31.0,22.95,62.5,1.2999999999999998,,40.0,29.7,,1009.0,,8.5
31.0,23.9,66.0,0.3,,40.0,27.7,,1009.0,,8.0
30.5,23.4,66.0,0.25,,40.0,27.7,,1008.5,,7.5
30.0,22.9,66.0,0.2,,40.0,27.7,,1008.0,,7.0
30.0,22.9,66.0,0.15000000000000002,,40.0,25.0,,1008.0,,7.0
30.0,22.9,66.0,0.1,,40.0,22.3,,1008.0,,7.0
29.0,22.9,70.0,0.05,,40.0,22.3,,1008.5,,5.0
28.0,22.9,74.0,0.0,,40.0,22.3,,1009.0,,3.0
27.5,22.95,76.5,0.05,,40.0,19.450000000000003,,1009.5,,10.0
27.0,23.0,79.0,0.1,,40.0,16.6,,1010.0,,17.0
27.0,23.55,81.5,0.05,,40.0,14.8,,1010.5,,9.5
27.0,24.1,84.0,0.0,,40.0,13.0,,1011.0,,2.0
27.0,24.1,84.0,0.0,,30.0,12.1,,1011.5,,2.5
27.0,24.1,84.0,0.0,,20.0,11.2,,1012.0,,3.0
27.0,24.1,84.0,0.0,,20.0,12.1,,1012.5,,3.0
27.0,24.1,84.0,0.0,,20.0,13.0,,1013.0,,3.0
27.0,24.1,84.0,0.0,,25.0,12.1,,1013.0,,3.0
27.0,24.1,84.0,0.0,,30.0,11.2,,1013.0,,3.0
27.0,24.1,84.0,0.0,,25.0,11.2,,1012.5,,3.0
27.0,24.1,84.0,0.0,,20.0,11.2,,1012.0,,3.0
27.0,24.1,84.0,0.0,,20.0,12.1,,1012.0,,3.0
27.0,24.1,84.0,0.0,,20.0,13.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,15.0,11.2,,1011.5,,3.0
27.0,24.1,84.0,0.0,,10.0,9.4,,1011.0,,3.0
26.5,24.05,86.5,0.0,,180.0,7.4,,1010.5,,3.0
26.0,24.0,89.0,0.0,,350.0,5.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,190.0,7.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,30.0,9.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,30.0,9.4,,1010.0,,2.5
26.0,24.0,89.0,0.0,,30.0,9.4,,1010.0,,2.0
26.0,24.0,89.0,0.0,,35.0,8.5,,1010.0,,2.5
26.0,24.0,89.0,0.0,,40.0,7.6,,1010.0,,3.0
26.0,24.0,89.0,0.0,,35.0,9.4,,1010.5,,3.0
26.0,24.0,89.0,0.0,,30.0,11.2,,1011.0,,3.0
26.5,24.05,86.5,0.0,,35.0,14.799999999999999,,1011.5,,3.0
27.0,24.1,84.0,0.0,,40.0,18.4,,1012.0,,3.0
27.5,24.05,81.5,0.05,,40.0,17.5,,1012.0,,5.0
28.0,24.0,79.0,0.1,,40.0,16.6,,1012.0,,7.0
29.0,23.95,74.5,0.15000000000000002,,40.0,17.5,,1012.0,,12.0
30.0,23.9,70.0,0.2,,40.0,18.4,,1012.0,,17.0
30.0,23.9,70.0,0.15000000000000002,,45.0,17.5,,1012.0,,17.0
30.0,23.9,70.0,0.1,,50.0,16.6,,1012.0,,17.0
30.5,23.9,68.0,0.05,,50.0,16.6,,1011.5,,10.0
31.0,23.9,66.0,0.0,,50.0,16.6,,1011.0,,3.0
30.5,23.9,68.0,0.5,,45.0,18.55,,1011.0,,10.5
30.0,23.9,70.0,1.0,,40.0,20.5,,1011.0,,18.0
30.0,23.4,68.0,0.6,,50.0,21.4,,1010.5,,12.5
30.0,22.9,66.0,0.2,,60.0,22.3,,1010.0,,7.0
30.5,23.4,66.0,0.1,,60.0,23.200000000000003,,1009.5,,5.0
31.0,23.9,66.0,0.0,,60.0,24.1,,1009.0,,3.0
30.5,23.4,66.0,0.0,,50.0,24.1,,1009.0,,3.0
30.0,22.9,66.0,0.0,,40.0,24.1,,1009.0,,3.0
29.5,23.4,70.0,0.0,,50.0,21.25,,1008.5,,3.0
29.0,23.9,74.0,0.0,,60.0,18.4,,1008.0,,3.0
28.5,23.95,76.5,0.0,,55.0,18.4,,1008.0,,3.0
28.0,24.0,79.0,0.0,,50.0,18.4,,1008.0,,3.0
28.0,24.0,79.0,0.0,,45.0,19.2,,1008.5,,3.0
28.0,24.0,79.0,0.0,,40.0,20.0,,1009.0,,3.0
27.5,24.05,81.5,0.0,,35.0,18.5,,1009.5,,3.0
27.0,24.1,84.0,0.0,,30.0,17.0,,1010.0,,3.0
27.0,24.1,84.0,0.0,,25.0,15.0,,1010.5,,3.0
27.0,24.1,84.0,0.0,,20.0,13.0,,1011.0,,3.0
27.0,24.1,84.0,0.0,,20.0,12.0,,1011.5,,3.0
27.0,24.1,84.0,0.0,,20.0,11.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,30.0,13.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,40.0,15.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,35.0,14.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,30.0,13.0,,1012.0,,3.0
27.0,24.1,84.0,0.0,,30.0,12.0,,1011.5,,3.0
27.0,24.1,84.0,0.0,,30.0,11.0,,1011.0,,3.0
26.5,24.05,86.5,0.0,,35.0,11.0,,1011.0,,3.0
26.0,24.0,89.0,0.0,,40.0,11.0,,1011.0,,3.0
26.0,24.0,89.0,0.0,,40.0,12.0,,1010.5,,3.0
26.0,24.0,89.0,0.0,,40.0,13.0,,1010.0,,3.0
26.0,24.0,89.0,0.0,,30.0,10.3,,1010.0,,3.0
26.0,24.0,89.0,0.0,,20.0,7.6,,1010.0,,3.0
26.0,24.0,89.0,0.0,,15.0,8.5,,1010.0,,3.0
26.0,24.0,89.0,0.0,,10.0,9.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,15.0,9.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,20.0,9.4,,1010.0,,3.0
26.0,24.0,89.0,0.0,,25.0,11.200000000000001,,1010.5,,3.0
26.0,24.0,89.0,0.0,,30.0,13.0,,1011.0,,3.0
26.5,24.05,86.5,0.0,,25.0,13.9,,1011.5,,3.0
27.0,24.1,84.0,0.0,,20.0,14.8,,1012.0,,3.0
28.0,24.0,79.0,0.0,,20.0,14.8,,1012.0,,3.0
29.0,23.9,74.0,0.0,,20.0,14.8,,1012.0,,3.0
29.5,23.9,72.0,0.0,,190.0,13.0,,1012.0,,3.0
30.0,23.9,70.0,0.0,,360.0,11.2,,1012.0,,3.0
30.0,23.4,68.0,0.1,,205.0,13.9,,1011.5,,5.0
30.0,22.9,66.0,0.2,,50.0,16.6,,1011.0,,7.0
31.0,23.5,64.5,0.1,,55.0,16.6,,1010.5,,5.0
32.0,24.1,63.0,0.0,,60.0,16.6,,1010.0,,3.0
32.0,23.55,61.0,0.25,,50.0,18.55,,1009.5,,10.0
32.0,23.0,59.0,0.5,,40.0,20.5,,1009.0,,17.0
32.0,23.55,61.0,0.35,,50.0,18.55,,1008.5,,17.0
32.0,24.1,63.0,0.2,,60.0,16.6,,1008.0,,17.0
32.0,23.55,61.0,0.2,,55.0,19.450000000000003,,1007.5,,12.0
32.0,23.0,59.0,0.2,,50.0,22.3,,1007.0,,7.0
32.0,23.55,61.0,0.25,,40.0,20.35,,1007.0,,7.5
32.0,24.1,63.0,0.3,,30.0,18.4,,1007.0,,8.0
31.0,23.5,64.5,0.15,,40.0,21.25,,1007.0,,5.5
30.0,22.9,66.0,0.0,,50.0,24.1,,1007.0,,3.0
29.0,22.9,70.0,0.0,,45.0,25.0,,1007.0,,3.0
28.0,22.9,74.0,0.0,,40.0,25.9,,1007.0,,3.0
27.5,23.5,79.0,0.0,,35.0,24.1,,1007.5,,3.0
27.0,24.1,84.0,0.0,,30.0,22.3,,1008.0,,3.0
27.0,24.1,84.0,0.0,,30.0,20.35,,1008.0,,3.0
27.0,24.1,84.0,0.0,,30.0,18.4,,1008.0,,3.0
27.0,24.1,84.0,0.0,,30.0,18.4,,1009.0,,2.0
27.0,24.1,84.0,0.0,,30.0,18.4,,1010.0,,1.0
26.5,24.05,86.5,0.0,,30.0,16.6,,1010.0,,1.0
26.0,24.0,89.0,0.0,,30.0,14.8,,1010.0,,1.0
26.5,24.05,86.5,0.0,,30.0,14.8,,1010.5,,1.0
27.0,24.1,84.0,0.0,,30.0,14.8,,1011.0,,1.0
26.5,24.05,86.5,0.0,,35.0,13.0,,1010.5,,1.0
26.0,24.0,89.0,0.0,,40.0,11.2,,1010.0,,1.0
26.0,24.0,89.0,0.0,,45.0,13.0,,1009.5,,1.0
26.0,24.0,89.0,0.0,,50.0,14.8,,1009.0,,1.0
26.0,24.0,89.0,0.0,,50.0,13.9,,1009.0,,1.5
26.0,24.0,89.0,0.0,,50.0,13.0,,1009.0,,2.0
25.5,24.0,91.5,0.0,,45.0,13.0,,1008.5,,2.5
25.0,24.0,94.0,0.0,,40.0,13.0,,1008.0,,3.0
25.0,24.0,94.0,0.0,,40.0,11.2,,1008.0,,3.0
25.0,24.0,94.0,0.0,,40.0,9.4,,1008.0,,3.0
25.0,24.0,94.0,0.0,,40.0,11.200000000000001,,1008.0,,3.0
25.0,24.0,94.0,0.0,,40.0,13.0,,1008.0,,3.0
25.0,24.0,94.0,0.0,,35.0,13.9,,1008.0,,3.0
25.0,24.0,94.0,0.0,,30.0,14.8,,1008.0,,3.0
25.5,24.0,91.5,0.0,,30.0,14.8,,1008.0,,2.0
26.0,24.0,89.0,0.0,,30.0,14.8,,1008.0,,1.0
26.5,24.05,86.5,0.0,,35.0,17.65,,1008.5,,2.0
27.0,24.1,84.0,0.0,,40.0,20.5,,1009.0,,3.0
27.5,24.05,81.5,0.0,,35.0,20.5,,1009.5,,3.0
28.0,24.0,79.0,0.0,,30.0,20.5,,1010.0,,3.0
28.5,23.5,74.5,0.0,,30.0,19.45,,1010.0,,3.0
29.0,23.0,70.0,0.0,,30.0,18.4,,1010.0,,3.0
29.5,22.95,68.0,0.0,,30.0,17.5,,1010.0,,3.0
30.0,22.9,66.0,0.0,,30.0,16.6,,1010.0,,3.0
31.0,22.95,62.5,0.0,,25.0,16.6,,1009.5,,3.0
32.0,23.0,59.0,0.0,,20.0,16.6,,1009.0,,3.0
32.0,23.0,59.0,0.05,,25.0,16.6,,1008.5,,10.0
32.0,23.0,59.0,0.1,,30.0,16.6,,1008.0,,17.0
31.5,22.9,60.5,0.35,,30.0,18.55,,1007.5,,17.0
31.0,22.8,62.0,0.6,,30.0,20.5,,1007.0,,17.0
31.5,22.9,60.5,0.4,,30.0,22.3,,1006.5,,17.0
32.0,23.0,59.0,0.2,,30.0,24.1,,1006.0,,17.0
31.0,22.95,62.5,0.30000000000000004,,25.0,24.1,,1006.0,,17.0
30.0,22.9,66.0,0.4,,20.0,24.1,,1006.0,,17.0
30.0,22.9,66.0,0.25,,20.0,22.3,,1006.0,,17.0
30.0,22.9,66.0,0.1,,20.0,20.5,,1006.0,,17.0
29.0,22.9,70.0,0.05,,25.0,21.4,,1006.0,,10.0
28.0,22.9,74.0,0.0,,30.0,22.3,,1006.0,,3.0
27.5,22.95,76.5,0.0,,20.0,16.75,,1006.5,,3.0
27.0,23.0,79.0,0.0,,10.0,11.2,,1007.0,,3.0
27.0,23.0,79.0,0.0,,20.0,13.9,,1007.5,,3.0
27.0,23.0,79.0,0.0,,30.0,16.6,,1008.0,,3.0
26.5,23.05,81.5,0.0,,30.0,15.700000000000001,,1008.5,,3.0
26.0,23.1,84.0,0.0,,30.0,14.8,,1009.0,,3.0
26.0,23.55,86.5,0.0,,35.0,13.9,,1009.0,,3.0
26.0,24.0,89.0,0.0,,40.0,13.0,,1009.0,,3.0
26.0,23.55,86.5,0.0,,45.0,11.2,,1009.5,,3.0
26.0,23.1,84.0,0.0,,50.0,9.4,,1010.0,,3.0
26.0,23.55,86.5,0.0,,45.0,12.100000000000001,,1009.5,,2.0
26.0,24.0,89.0,0.0,,40.0,14.8,,1009.0,,1.0
26.0,23.55,86.5,0.0,,40.0,13.9,,1008.5,,1.5
26.0,23.1,84.0,0.0,,40.0,13.0,,1008.0,,2.0
26.0,23.55,86.5,0.0,,35.0,12.0,,1007.5,,2.5
26.0,24.0,89.0,0.0,,30.0,11.0,,1007.0,,3.0
26.0,24.0,89.0,0.0,,25.0,11.1,,1007.0,,2.0
26.0,24.0,89.0,0.0,,20.0,11.2,,1007.0,,1.0
25.5,23.55,89.0,0.0,,20.0,13.0,,1007.5,,1.5
25.0,23.1,89.0,0.0,,20.0,14.8,,1008.0,,2.0
25.0,23.1,89.0,0.0,,20.0,13.9,,1008.0,,2.5
25.0,23.1,89.0,0.0,,20.0,13.0,,1008.0,,3.0
25.0,23.1,89.0,0.0,,30.0,12.1,,1008.0,,3.0
25.0,23.1,89.0,0.0,,40.0,11.2,,1008.0,,3.0
25.5,23.1,86.5,0.0,,35.0,11.2,,1008.5,,3.0
26.0,23.1,84.0,0.0,,30.0,11.2,,1009.0,,3.0
26.5,23.6,84.0,0.0,,30.0,12.1,,1009.5,,3.0
27.0,24.1,84.0,0.0,,30.0,13.0,,1010.0,,3.0
27.5,23.5,79.0,0.0,,20.0,13.9,,1010.0,,3.0
28.0,22.9,74.0,0.0,,10.0,14.8,,1010.0,,3.0
29.0,22.9,70.0,0.0,,20.0,12.100000000000001,,1010.0,,3.0
30.0,22.9,66.0,0.0,,30.0,9.4,,1010.0,,3.0
30.5,22.85,64.0,0.0,,185.0,9.4,,1010.0,,3.0
31.0,22.8,62.0,0.0,,340.0,9.4,,1010.0,,3.0
31.5,22.450000000000003,59.0,0.0,,190.0,9.4,,1009.5,,3.0
32.0,22.1,56.0,0.0,,40.0,9.4,,1009.0,,3.0
32.5,21.950000000000003,54.0,0.1,,38.0,8.5,,1008.5,,10.0
33.0,21.8,52.0,0.2,,36.0,7.6,,1008.0,,17.0
32.5,22.4,55.5,0.25,,93.0,8.5,,1007.5,,17.0
32.0,23.0,59.0,0.3,,150.0,9.4,,1007.0,,17.0
30.5,23.0,64.5,0.25,,95.0,10.3,,1007.0,,12.0
29.0,23.0,70.0,0.2,,40.0,11.2,,1007.0,,7.0
29.5,23.45,70.0,0.1,,100.0,8.3,,1006.5,,5.0
30.0,23.9,70.0,0.0,,160.0,5.4,,1006.0,,3.0
30.0,23.4,68.0,0.0,,110.0,9.2,,1006.0,,3.0
30.0,22.9,66.0,0.0,,60.0,13.0,,1006.0,,3.0
29.5,22.95,68.0,0.0,,50.0,14.8,,1006.5,,3.0
29.0,23.0,70.0,0.0,,40.0,16.6,,1007.0,,3.0
28.0,23.0,74.5,0.0,,45.0,14.8,,1007.0,,3.0
27.0,23.0,79.0,0.0,,50.0,13.0,,1007.0,,3.0
27.0,23.0,79.0,0.0,,50.0,15.7,,1007.5,,3.0
27.0,23.0,79.0,0.0,,50.0,18.4,,1008.0,,3.0
27.0,23.0,79.0,0.0,,50.0,16.6,,1008.5,,3.0
27.0,23.0,79.0,0.0,,50.0,14.8,,1009.0,,3.0
27.0,23.0,79.0,0.0,,35.0,13.9,,1009.0,,3.0
27.0,23.0,79.0,0.0,,20.0,13.0,,1009.0,,3.0
26.5,23.5,84.0,0.0,,30.0,13.9,,1009.0,,3.0
26.0,24.0,89.0,0.0,,40.0,14.8,,1009.0,,3.0
26.0,24.0,89.0,0.0,,35.0,13.9,,1009.0,,3.0
26.0,24.0,89.0,0.0,,30.0,13.0,,1009.0,,3.0
26.0,23.55,86.5,0.0,,35.0,11.2,,1008.5,,3.0
26.0,23.1,84.0,0.0,,40.0,9.4,,1008.0,,3.0
26.0,23.1,84.0,0.0,,30.0,10.3,,1008.0,,3.0
26.0,23.1,84.0,0.0,,20.0,11.2,,1008.0,,3.0
26.0,23.1,84.0,0.0,,15.0,10.3,,1008.0,,3.0
26.0,23.1,84.0,0.0,,10.0,9.4,,1008.0,,3.0
26.0,23.1,84.0,0.0,,10.0,8.5,,1007.5,,3.0
26.0,23.1,84.0,0.0,,10.0,7.6,,1007.0,,3.0
25.5,23.1,86.5,0.0,,30.0,8.5,,1007.5,,3.0
25.0,23.1,89.0,0.0,,50.0,9.4,,1008.0,,3.0
25.0,23.55,91.5,0.0,,40.0,10.3,,1008.0,,2.0
25.0,24.0,94.0,0.0,,30.0,11.2,,1008.0,,1.0
25.5,24.0,91.5,0.0,,40.0,8.3,,1008.5,,2.0
26.0,24.0,89.0,0.0,,50.0,5.4,,1009.0,,3.0
26.5,23.5,84.0,0.0,,35.0,8.3,,1009.5,,3.0
27.0,23.0,79.0,0.0,,20.0,11.2,,1010.0,,3.0
28.0,23.45,76.5,0.0,,30.0,12.1,,1010.0,,3.0
29.0,23.9,74.0,0.0,,40.0,13.0,,1010.0,,3.0
29.5,23.9,72.0,0.1,,40.0,13.9,,1010.0,,5.0
30.0,23.9,70.0,0.2,,40.0,14.8,,1010.0,,7.0
30.5,23.35,66.0,0.1,,30.0,12.100000000000001,,1010.0,,5.0
31.0,22.8,62.0,0.0,,20.0,9.4,,1010.0,,3.0
31.5,22.9,60.5,0.05,,25.0,10.3,,1009.5,,5.0
32.0,23.0,59.0,0.1,,30.0,11.2,,1009.0,,7.0
32.5,23.45,59.0,0.1,,40.0,10.3,,1008.5,,7.0
33.0,23.9,59.0,0.1,,50.0,9.4,,1008.0,,7.0
33.0,23.9,59.0,0.6,,50.0,13.0,,1007.0,,8.0
33.0,23.9,59.0,1.1,,50.0,16.6,,1006.0,,9.0
33.0,23.9,59.0,1.05,,50.0,14.8,,1006.0,,9.0
33.0,23.9,59.0,1.0,,50.0,13.0,,1006.0,,9.0
32.0,23.9,62.5,0.5,,55.0,13.9,,1005.5,,6.0
31.0,23.9,66.0,0.0,,60.0,14.8,,1005.0,,3.0
28.5,22.45,70.0,0.0,,165.0,13.9,,1006.0,,3.0
26.0,21.0,74.0,0.0,,270.0,13.0,,1007.0,,3.0
25.5,22.05,81.5,0.1,,148.5,8.3,,1007.0,,5.0
25.0,23.1,89.0,0.2,,27.0,3.6,,1007.0,,7.0
25.5,23.1,86.5,2.3000000000000003,,58.5,4.5,,1007.5,,12.5
26.0,23.1,84.0,4.4,,90.0,5.4,,1008.0,,18.0
26.0,23.1,84.0,3.9000000000000004,,120.0,5.4,,1008.0,,13.5
26.0,23.1,84.0,3.4,,150.0,5.4,,1008.0,,9.0
26.5,23.6,84.0,1.8499999999999999,,110.0,6.5,,1008.5,,8.5
27.0,24.1,84.0,0.3,,70.0,7.6,,1009.0,,8.0
27.0,24.55,86.5,0.2,,65.0,7.6,,1009.0,,12.5
27.0,25.0,89.0,0.1,,60.0,7.6,,1009.0,,17.0
27.0,24.55,86.5,0.05,,85.0,6.5,,1009.5,,10.0
27.0,24.1,84.0,0.0,,110.0,5.4,,1010.0,,3.0
27.0,24.55,86.5,0.0,,110.0,5.4,,1009.5,,3.0
27.0,25.0,89.0,0.0,,110.0,5.4,,1009.0,,3.0
27.0,25.0,89.0,0.0,,85.0,6.5,,1008.5,,3.0
27.0,25.0,89.0,0.0,,60.0,7.6,,1008.0,,3.0
26.5,24.5,89.0,0.0,,45.0,8.5,,1008.0,,3.0
26.0,24.0,89.0,0.0,,30.0,9.4,,1008.0,,3.0
26.0,24.0,89.0,0.0,,168.0,6.5,,1007.5,,3.0
26.0,24.0,89.0,0.0,,306.0,3.6,,1007.0,,3.0
26.0,24.0,89.0,0.0,,173.0,7.4,,1007.0,,3.0
26.0,24.0,89.0,0.0,,40.0,11.2,,1007.0,,3.0
26.0,24.5,91.5,0.0,,200.0,8.3,,1007.0,,3.0
26.0,25.0,94.0,0.0,,360.0,5.4,,1007.0,,3.0
26.0,24.5,91.5,0.0,,185.0,6.5,,1007.0,,3.0
26.0,24.0,89.0,0.0,,10.0,7.6,,1007.0,,3.0
26.0,24.0,89.0,0.0,,185.0,7.6,,1007.0,,3.0
26.0,24.0,89.0,0.0,,360.0,7.6,,1007.0,,3.0
26.5,24.05,86.5,0.0,,344.5,4.699999999999999,,1007.5,,3.0
27.0,24.1,84.0,0.0,,329.0,1.8,,1008.0,,3.0
27.5,24.05,81.5,0.0,,334.5,4.7,,1008.5,,3.0
28.0,24.0,79.0,0.0,,340.0,7.6,,1009.0,,3.0
28.5,24.5,79.0,0.0,,178.5,5.6,,1009.0,,3.0
29.0,25.0,79.0,0.0,,17.0,3.6,,1009.0,,3.0
29.0,24.45,76.5,0.15,,118.5,4.5,,1009.0,,5.5
29.0,23.9,74.0,0.3,,220.0,5.4,,1009.0,,8.0
29.5,23.9,72.0,0.25,,224.0,3.6,,1008.5,,7.5
30.0,23.9,70.0,0.2,,228.0,1.8,,1008.0,,7.0
30.0,24.5,72.5,0.25,,164.0,4.7,,1007.5,,7.5
30.0,25.1,75.0,0.3,,100.0,7.6,,1007.0,,8.0
29.5,25.05,77.0,3.1999999999999997,,150.0,10.3,,1007.0,,8.5
29.0,25.0,79.0,6.1,,200.0,13.0,,1007.0,,9.0
28.0,25.0,84.0,3.75,,150.0,13.0,,1006.5,,9.0
27.0,25.0,89.0,1.4,,100.0,13.0,,1006.0,,9.0
26.5,24.5,89.0,1.25,,55.0,13.0,,1006.0,,9.0
26.0,24.0,89.0,1.1,,10.0,13.0,,1006.0,,9.0
25.5,24.0,91.5,2.7,,25.0,15.7,,1006.5,,9.0
25.0,24.0,94.0,4.3,,40.0,18.4,,1007.0,,9.0
25.0,24.0,94.0,5.75,,158.5,11.0,,1007.0,,9.0
25.0,24.0,94.0,7.2,,277.0,3.6,,1007.0,,9.0
25.5,24.0,91.5,6.3,,158.5,3.6,,1007.5,,9.0
26.0,24.0,89.0,5.4,,40.0,3.6,,1008.0,,9.0
26.0,24.5,91.5,3.85,,55.0,4.5,,1008.0,,9.0
26.0,25.0,94.0,2.3,,70.0,5.4,,1008.0,,9.0
26.0,24.5,91.5,4.35,,90.0,5.4,,1008.5,,9.0
26.0,24.0,89.0,6.4,,110.0,5.4,,1009.0,,9.0
26.0,24.0,89.0,6.050000000000001,,178.0,3.6,,1009.0,,9.0
26.0,24.0,89.0,5.7,,246.0,1.8,,1009.0,,9.0
26.0,24.0,89.0,3.6500000000000004,,143.0,4.7,,1009.5,,9.0
26.0,24.0,89.0,1.6,,40.0,7.6,,1010.0,,9.0
26.0,24.5,91.5,1.4,,50.0,6.5,,1009.5,,9.0
26.0,25.0,94.0,1.2,,60.0,5.4,,1009.0,,9.0
26.0,25.0,94.0,1.1,,75.0,5.4,,1009.0,,9.0
26.0,25.0,94.0,1.0,,90.0,5.4,,1009.0,,9.0
26.0,25.0,94.0,0.5,,176.5,3.6,,1008.5,,7.0
26.0,25.0,94.0,0.0,,263.0,1.8,,1008.0,,5.0
26.0,25.0,94.0,0.15,,306.5,3.6000000000000005,,1008.0,,6.5
26.0,25.0,94.0,0.3,,350.0,5.4,,1008.0,,8.0
26.0,25.0,94.0,0.15,,195.0,4.5,,1008.0,,6.5
26.0,25.0,94.0,0.0,,40.0,3.6,,1008.0,,5.0
26.0,25.0,94.0,0.0,,156.0,2.7,,1008.5,,5.0
26.0,25.0,94.0,0.0,,272.0,1.8,,1009.0,,5.0
26.0,25.0,94.0,0.0,,256.0,4.7,,1009.5,,5.0
26.0,25.0,94.0,0.0,,240.0,7.6,,1010.0,,5.0
25.5,24.5,94.0,0.0,,240.0,7.6,,1010.5,,5.0
25.0,24.0,94.0,0.0,,240.0,7.6,,1011.0,,5.0
25.0,24.0,94.0,0.0,,240.0,7.6,,1011.0,,5.0
25.0,24.0,94.0,0.0,,240.0,7.6,,1011.0,,5.0
25.0,24.0,94.0,0.0,,249.0,6.5,,1011.5,,4.0
25.0,24.0,94.0,0.0,,258.0,5.4,,1012.0,,3.0
25.5,24.0,91.5,0.0,,248.5,4.5,,1012.5,,3.0
26.0,24.0,89.0,0.0,,239.0,3.6,,1013.0,,3.0
26.0,24.5,91.5,0.05,,244.5,4.5,,1012.5,,5.0
26.0,25.0,94.0,0.1,,250.0,5.4,,1012.0,,7.0
26.5,24.55,89.0,0.15000000000000002,,260.0,6.5,,1011.5,,7.0
27.0,24.1,84.0,0.2,,270.0,7.6,,1011.0,,7.0
27.5,24.05,81.5,2.1,,240.0,7.6,,1010.5,,8.0
28.0,24.0,79.0,4.0,,210.0,7.6,,1010.0,,9.0
28.0,23.45,76.5,4.2,,243.0,8.5,,1009.5,,9.0
28.0,22.9,74.0,4.4,,276.0,9.4,,1009.0,,9.0
28.0,22.9,74.0,2.3000000000000003,,268.0,7.4,,1008.5,,8.0
28.0,22.9,74.0,0.2,,260.0,5.4,,1008.0,,7.0
28.0,22.9,74.0,0.8,,260.0,6.5,,1008.0,,8.0
28.0,22.9,74.0,1.4,,260.0,7.6,,1008.0,,9.0
27.5,22.95,76.5,0.7,,265.0,7.6,,1008.0,,6.0
27.0,23.0,79.0,0.0,,270.0,7.6,,1008.0,,3.0
27.0,23.0,79.0,0.0,,260.0,8.5,,1008.0,,3.0
27.0,23.0,79.0,0.0,,250.0,9.4,,1008.0,,3.0
26.5,23.05,81.5,0.0,,250.5,6.5,,1008.5,,3.0
