temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
26.5,24.05,86.5,0.0,,330.0,3.6,,1010.5,,3.0
27.0,24.1,84.0,0.0,,328.0,3.6,,1011.0,,3.0
27.0,24.1,84.0,0.0,,169.0,5.6,,1011.0,,3.0
27.0,24.1,84.0,0.0,,10.0,7.6,,1011.0,,3.0
28.0,23.55,77.0,0.0,,15.0,12.100000000000001,,1011.5,,3.0
29.0,23.0,70.0,0.0,,20.0,16.6,,1012.0,,3.0
29.5,22.95,68.0,0.0,,20.0,17.5,,1011.5,,3.0
30.0,22.9,66.0,0.0,,20.0,18.4,,1011.0,,3.0
30.0,22.9,66.0,0.0,,20.0,21.25,,1011.0,,3.0
30.0,22.9,66.0,0.0,,20.0,24.1,,1011.0,,3.0
31.0,22.5,61.0,0.0,,15.0,21.25,,1010.0,,3.0
32.0,22.1,56.0,0.0,,10.0,18.4,,1009.0,,3.0
32.0,22.1,56.0,0.0,,15.0,20.349999999999998,,1008.5,,2.5
32.0,22.1,56.0,0.0,,20.0,22.3,,1008.0,,2.0
32.0,22.55,57.5,0.0,,20.0,22.3,,1007.5,,2.5
32.0,23.0,59.0,0.0,,20.0,22.3,,1007.0,,3.0
32.5,23.0,57.5,0.2,,20.0,22.3,,1007.0,,10.0
33.0,23.0,56.0,0.4,,20.0,22.3,,1007.0,,17.0
32.0,22.9,59.0,0.2,,25.0,23.200000000000003,,1007.0,,9.5
31.0,22.8,62.0,0.0,,30.0,24.1,,1007.0,,2.0
31.0,22.8,62.0,0.0,,25.0,24.1,,1007.0,,2.0
31.0,22.8,62.0,0.0,,20.0,24.1,,1007.0,,2.0
30.0,22.9,66.0,0.0,,25.0,24.1,,1007.5,,1.5
29.0,23.0,70.0,0.0,,30.0,24.1,,1008.0,,1.0
28.5,22.95,72.0,0.0,,35.0,21.25,,1008.5,,2.0
28.0,22.9,74.0,0.0,,40.0,18.4,,1009.0,,3.0
28.0,22.9,74.0,0.0,,25.0,16.6,,1009.5,,3.0
28.0,22.9,74.0,0.0,,10.0,14.8,,1010.0,,3.0
27.5,22.95,76.5,0.0,,10.0,13.0,,1010.5,,3.0
27.0,23.0,79.0,0.0,,10.0,11.2,,1011.0,,3.0
27.0,23.0,79.0,0.0,,10.0,12.1,,1011.0,,3.0
27.0,23.0,79.0,0.0,,10.0,13.0,,1011.0,,3.0
27.0,23.0,79.0,0.0,,10.0,11.2,,1011.5,,3.0
27.0,23.0,79.0,0.0,,10.0,9.4,,1012.0,,3.0
26.5,23.05,81.5,0.0,,10.0,10.3,,1011.5,,3.0
26.0,23.1,84.0,0.0,,10.0,11.2,,1011.0,,3.0
26.0,23.1,84.0,0.0,,185.0,8.3,,1011.0,,3.0
26.0,23.1,84.0,0.0,,360.0,5.4,,1011.0,,3.0
26.0,23.1,84.0,0.0,,355.0,5.4,,1010.5,,3.0
26.0,23.1,84.0,0.0,,350.0,5.4,,1010.0,,3.0
26.0,23.1,84.0,0.0,,185.0,9.2,,1009.5,,3.0
26.0,23.1,84.0,0.0,,20.0,13.0,,1009.0,,3.0
26.0,23.1,84.0,0.0,,15.0,12.1,,1009.0,,3.0
26.0,23.1,84.0,0.0,,10.0,11.2,,1009.0,,3.0
