time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco,Region
2025-01-01 08:00:00,26.0,24.0,89.0,0.0,,360.0,5.4,,1010.0,,3.0,East
2025-01-01 08:30:00,26.5,24.05,86.5,0.0,,360.0,5.4,,1010.5,,3.0,East
2025-01-01 09:00:00,27.0,24.1,84.0,0.0,,360.0,5.4,,1011.0,,3.0,East
2025-01-01 09:30:00,27.5,24.05,81.5,0.0,,190.0,7.4,,1011.0,,3.0,East
2025-01-01 10:00:00,28.0,24.0,79.0,0.0,,20.0,9.4,,1011.0,,3.0,East
2025-01-01 10:30:00,29.0,23.95,74.5,0.0,,20.0,12.100000000000001,,1011.0,,3.0,East
2025-01-01 11:00:00,30.0,23.9,70.0,0.0,,20.0,14.8,,1011.0,,3.0,East
2025-01-01 11:30:00,30.0,23.9,70.0,0.0,,30.0,16.6,,1010.5,,3.0,East
2025-01-01 12:00:00,30.0,23.9,70.0,0.0,,40.0,18.4,,1010.0,,3.0,East
2025-01-01 12:30:00,30.0,23.9,70.0,0.1,,30.0,15.7,,1010.0,,5.0,East
2025-01-01 13:00:00,30.0,23.9,70.0,0.2,,20.0,13.0,,1010.0,,7.0,East
2025-01-01 13:30:00,29.5,23.9,72.0,0.15000000000000002,,60.0,10.3,,1009.5,,7.0,East
2025-01-01 14:00:00,29.0,23.9,74.0,0.1,,100.0,7.6,,1009.0,,7.0,East
2025-01-01 14:30:00,30.0,23.35,68.0,0.7499999999999999,,65.0,10.3,,1008.5,,8.0,East
2025-01-01 15:00:00,31.0,22.8,62.0,1.4,,30.0,13.0,,1008.0,,9.0,East
2025-01-01 15:30:00,29.5,23.9,73.0,1.6,,130.0,11.2,,1007.5,,9.0,East
2025-01-01 16:00:00,28.0,25.0,84.0,1.8,,230.0,9.4,,1007.0,,9.0,East
2025-01-01 16:30:00,26.5,25.0,92.0,1.9500000000000002,,175.0,10.3,,1007.0,,9.0,East
2025-01-01 17:00:00,25.0,25.0,100.0,2.1,,120.0,11.2,,1007.0,,9.0,East
2025-01-01 17:30:00,25.5,25.0,97.0,1.25,,231.0,7.3999999999999995,,1007.0,,8.5,East
2025-01-01 18:00:00,26.0,25.0,94.0,0.4,,342.0,3.6,,1007.0,,8.0,East
2025-01-01 18:30:00,26.0,25.0,94.0,0.25,,320.5,2.7,,1007.5,,7.5,East
2025-01-01 19:00:00,26.0,25.0,94.0,0.1,,299.0,1.8,,1008.0,,7.0,East
2025-01-01 19:30:00,26.0,25.0,94.0,0.05,,322.5,1.8,,1008.0,,5.0,East
2025-01-01 20:00:00,26.0,25.0,94.0,0.0,,346.0,1.8,,1008.0,,3.0,East
2025-01-01 20:30:00,26.5,24.55,89.0,0.0,,193.0,9.2,,1008.5,,3.0,East
2025-01-01 21:00:00,27.0,24.1,84.0,0.0,,40.0,16.6,,1009.0,,3.0,East
2025-01-01 21:30:00,27.0,24.1,84.0,0.0,,25.0,13.9,,1009.5,,3.0,East
2025-01-01 22:00:00,27.0,24.1,84.0,0.0,,10.0,11.2,,1010.0,,3.0,East
2025-01-01 22:30:00,27.0,24.1,84.0,0.0,,15.0,9.399999999999999,,1010.0,,3.0,East
2025-01-01 23:00:00,27.0,24.1,84.0,0.0,,20.0,7.6,,1010.0,,3.0,East
2025-01-01 23:30:00,27.0,24.1,84.0,0.0,,15.0,7.6,,1010.0,,3.0,East
2025-01-02 00:00:00,27.0,24.1,84.0,0.0,,10.0,7.6,,1010.0,,3.0,East
2025-01-02 00:30:00,26.5,24.05,86.5,0.0,,20.0,7.6,,1009.5,,3.0,East
2025-01-02 01:00:00,26.0,24.0,89.0,0.0,,30.0,7.6,,1009.0,,3.0,East
2025-01-02 01:30:00,26.0,24.0,89.0,0.0,,30.0,9.4,,1009.0,,3.0,East
2025-01-02 02:00:00,26.0,24.0,89.0,0.0,,30.0,11.2,,1009.0,,3.0,East
2025-01-02 02:30:00,25.5,24.0,91.5,0.0,,35.0,9.399999999999999,,1009.0,,3.0,East
2025-01-02 03:00:00,25.0,24.0,94.0,0.0,,40.0,7.6,,1009.0,,3.0,East
2025-01-02 03:30:00,25.5,24.0,91.5,0.0,,30.0,9.4,,1008.5,,3.0,East
2025-01-02 04:00:00,26.0,24.0,89.0,0.0,,20.0,11.2,,1008.0,,3.0,East
2025-01-02 04:30:00,26.0,24.0,89.0,0.0,,15.0,8.3,,1008.0,,3.0,East
2025-01-02 05:00:00,26.0,24.0,89.0,0.0,,10.0,5.4,,1008.0,,3.0,East
2025-01-02 05:30:00,26.0,24.0,89.0,0.0,,185.0,5.4,,1008.5,,3.0,East
2025-01-02 06:00:00,26.0,24.0,89.0,0.0,,360.0,5.4,,1009.0,,3.0,East
2025-01-02 06:30:00,25.5,24.0,91.5,0.0,,195.0,8.3,,1009.0,,3.0,East
2025-01-02 07:00:00,25.0,24.0,94.0,0.0,,30.0,11.2,,1009.0,,3.0,East
2025-01-02 07:30:00,25.5,24.0,91.5,0.0,,30.0,10.3,,1009.5,,3.0,East
2025-01-02 08:00:00,26.0,24.0,89.0,0.0,,30.0,9.4,,1010.0,,3.0,East
2025-01-02 08:30:00,26.5,24.05,86.5,0.0,,25.0,9.4,,1010.0,,3.0,East
2025-01-02 09:00:00,27.0,24.1,84.0,0.0,,20.0,9.4,,1010.0,,3.0,East
2025-01-02 09:30:00,28.0,24.0,79.0,0.0,,20.0,13.0,,1010.5,,3.0,East
2025-01-02 10:00:00,29.0,23.9,74.0,0.0,,20.0,16.6,,1011.0,,3.0,East
2025-01-02 10:30:00,29.5,23.4,70.0,0.0,,20.0,17.5,,1011.0,,3.0,East
2025-01-02 11:00:00,30.0,22.9,66.0,0.0,,20.0,18.4,,1011.0,,3.0,East
2025-01-02 11:30:00,30.0,22.9,66.0,0.05,,20.0,16.6,,1010.5,,10.0,East
2025-01-02 12:00:00,30.0,22.9,66.0,0.1,,20.0,14.8,,1010.0,,17.0,East
2025-01-02 12:30:00,30.5,23.4,66.0,0.2,,15.0,13.9,,1010.0,,17.0,East
2025-01-02 13:00:00,31.0,23.9,66.0,0.3,,10.0,13.0,,1010.0,,17.0,East
2025-01-02 13:30:00,30.5,23.4,66.0,3.1,,15.0,14.8,,1009.5,,13.0,East
2025-01-02 14:00:00,30.0,22.9,66.0,5.9,,20.0,16.6,,1009.0,,9.0,East
2025-01-02 14:30:00,30.5,22.85,64.0,8.3,,30.0,15.700000000000001,,1008.5,,13.5,East
2025-01-02 15:00:00,31.0,22.8,62.0,10.7,,40.0,14.8,,1008.0,,18.0,East
2025-01-02 15:30:00,30.5,22.85,64.0,5.8,,25.0,14.8,,1007.5,,17.5,East
2025-01-02 16:00:00,30.0,22.9,66.0,0.9,,10.0,14.8,,1007.0,,17.0,East
2025-01-02 16:30:00,30.0,22.9,66.0,0.5,,10.0,14.8,,1006.5,,17.0,East
2025-01-02 17:00:00,30.0,22.9,66.0,0.1,,10.0,14.8,,1006.0,,17.0,East
2025-01-02 17:30:00,29.5,22.95,68.0,0.05,,20.0,14.8,,1006.5,,9.5,East
2025-01-02 18:00:00,29.0,23.0,70.0,0.0,,30.0,14.8,,1007.0,,2.0,East
2025-01-02 18:30:00,29.0,23.0,70.0,0.0,,25.0,13.9,,1007.5,,2.5,East
2025-01-02 19:00:00,29.0,23.0,70.0,0.0,,20.0,13.0,,1008.0,,3.0,East
2025-01-02 19:30:00,28.0,23.0,74.5,0.0,,35.0,13.0,,1008.5,,3.0,East
2025-01-02 20:00:00,27.0,23.0,79.0,0.0,,50.0,13.0,,1009.0,,3.0,East
2025-01-02 20:30:00,27.0,23.55,81.5,0.0,,45.0,12.1,,1009.0,,3.0,East
2025-01-02 21:00:00,27.0,24.1,84.0,0.0,,40.0,11.2,,1009.0,,3.0,East
2025-01-02 21:30:00,27.0,24.1,84.0,0.0,,45.0,12.1,,1009.5,,3.0,East
2025-01-02 22:00:00,27.0,24.1,84.0,0.0,,50.0,13.0,,1010.0,,3.0,East
2025-01-02 22:30:00,27.0,24.1,84.0,0.0,,50.0,12.1,,1010.0,,3.0,East
2025-01-02 23:00:00,27.0,24.1,84.0,0.0,,50.0,11.2,,1010.0,,3.0,East
2025-01-02 23:30:00,26.5,24.05,86.5,0.0,,40.0,12.1,,1010.0,,3.0,East
2025-01-03 00:00:00,26.0,24.0,89.0,0.0,,30.0,13.0,,1010.0,,3.0,East
2025-01-03 00:30:00,26.0,24.0,89.0,0.0,,35.0,12.1,,1010.0,,3.0,East
2025-01-03 01:00:00,26.0,24.0,89.0,0.0,,40.0,11.2,,1010.0,,3.0,East
2025-01-03 01:30:00,26.0,24.0,89.0,0.0,,40.0,10.3,,1010.15,,3.0,East
2025-01-03 02:00:00,26.0,24.0,89.0,0.0,,40.0,9.4,,1010.3,,3.0,East
2025-01-03 02:30:00,26.0,24.0,89.0,0.0,,40.0,10.3,,1009.65,,3.0,East
2025-01-03 03:00:00,26.0,24.0,89.0,0.0,,40.0,11.2,,1009.0,,3.0,East
2025-01-03 03:30:00,26.0,24.0,89.0,0.0,,40.0,11.2,,1009.0,,3.0,East
2025-01-03 04:00:00,26.0,24.0,89.0,0.0,,40.0,11.2,,1009.0,,3.0,East
2025-01-03 04:30:00,25.5,24.0,91.5,0.0,,35.0,9.399999999999999,,1009.0,,2.5,East
2025-01-03 05:00:00,25.0,24.0,94.0,0.0,,30.0,7.6,,1009.0,,2.0,East
2025-01-03 05:30:00,25.5,24.0,91.5,0.0,,25.0,9.4,,1009.0,,2.5,East
2025-01-03 06:00:00,26.0,24.0,89.0,0.0,,20.0,11.2,,1009.0,,3.0,East
2025-01-03 06:30:00,26.0,24.0,89.0,0.0,,15.0,9.399999999999999,,1009.0,,3.0,East
2025-01-03 07:00:00,26.0,24.0,89.0,0.0,,10.0,7.6,,1009.0,,3.0,East
2025-01-03 07:30:00,26.0,24.0,89.0,0.0,,10.0,8.5,,1009.5,,3.0,East
2025-01-03 08:00:00,26.0,24.0,89.0,0.0,,10.0,9.4,,1010.0,,3.0,East
2025-01-03 08:30:00,26.5,24.05,86.5,0.0,,20.0,11.200000000000001,,1010.5,,3.0,East
2025-01-03 09:00:00,27.0,24.1,84.0,0.0,,30.0,13.0,,1011.0,,3.0,East
2025-01-03 09:30:00,28.0,24.0,79.0,0.0,,30.0,14.8,,1011.0,,2.0,East
2025-01-03 10:00:00,29.0,23.9,74.0,0.0,,30.0,16.6,,1011.0,,1.0,East
2025-01-03 10:30:00,30.0,23.9,70.0,0.0,,20.0,16.6,,1011.0,,2.0,East
2025-01-03 11:00:00,31.0,23.9,66.0,0.0,,10.0,16.6,,1011.0,,3.0,East
2025-01-03 11:30:00,31.0,23.35,64.0,0.0,,10.0,16.6,,1011.0,,3.0,East
2025-01-03 12:00:00,31.0,22.8,62.0,0.0,,10.0,16.6,,1011.0,,3.0,East
2025-01-03 12:30:00,31.5,23.950000000000003,64.5,0.0,,185.0,14.8,,1010.5,,3.0,East
2025-01-03 13:00:00,32.0,25.1,67.0,0.0,,360.0,13.0,,1010.0,,3.0,East
2025-01-03 13:30:00,31.0,24.5,68.5,0.65,,195.0,14.8,,1009.5,,6.0,East
2025-01-03 14:00:00,30.0,23.9,70.0,1.3,,30.0,16.6,,1009.0,,9.0,East
2025-01-03 14:30:00,30.5,23.35,66.0,1.0,,35.0,16.6,,1008.5,,8.5,East
2025-01-03 15:00:00,31.0,22.8,62.0,0.7,,40.0,16.6,,1008.0,,8.0,East
2025-01-03 15:30:00,30.0,23.9,70.5,0.6,,197.0,12.100000000000001,,1007.5,,8.0,East
2025-01-03 16:00:00,29.0,25.0,79.0,0.5,,354.0,7.6,,1007.0,,8.0,East
2025-01-03 16:30:00,29.5,23.95,72.5,0.8,,192.0,14.05,,1006.5,,8.5,East
2025-01-03 17:00:00,30.0,22.9,66.0,1.1,,30.0,20.5,,1006.0,,9.0,East
2025-01-03 17:30:00,30.0,22.9,66.0,0.55,,25.0,20.5,,1006.5,,6.0,East
2025-01-03 18:00:00,30.0,22.9,66.0,0.0,,20.0,20.5,,1007.0,,3.0,East
2025-01-03 18:30:00,29.5,22.45,66.0,0.0,,25.0,20.5,,1007.5,,3.0,East
2025-01-03 19:00:00,29.0,22.0,66.0,0.0,,30.0,20.5,,1008.0,,3.0,East
2025-01-03 19:30:00,29.0,22.0,66.0,0.0,,30.0,18.55,,1008.5,,3.0,East
2025-01-03 20:00:00,29.0,22.0,66.0,0.0,,30.0,16.6,,1009.0,,3.0,East
2025-01-03 20:30:00,28.5,22.45,70.0,0.0,,25.0,17.5,,1009.0,,2.5,East
2025-01-03 21:00:00,28.0,22.9,74.0,0.0,,20.0,18.4,,1009.0,,2.0,East
2025-01-03 21:30:00,28.0,22.9,74.0,0.0,,20.0,14.799999999999999,,1009.5,,1.5,East
2025-01-03 22:00:00,28.0,22.9,74.0,0.0,,20.0,11.2,,1010.0,,1.0,East
2025-01-03 22:30:00,27.5,23.5,79.0,0.0,,20.0,10.3,,1010.0,,1.0,East
2025-01-03 23:00:00,27.0,24.1,84.0,0.0,,20.0,9.4,,1010.0,,1.0,East
2025-01-03 23:30:00,27.0,24.1,84.0,0.0,,15.0,11.200000000000001,,1010.0,,2.0,East
2025-01-04 00:00:00,27.0,24.1,84.0,0.0,,10.0,13.0,,1010.0,,3.0,East
2025-01-04 00:30:00,27.0,24.1,84.0,0.0,,182.0,8.3,,1010.0,,3.0,East
2025-01-04 01:00:00,27.0,24.1,84.0,0.0,,354.0,3.6,,1010.0,,3.0,East
2025-01-04 01:30:00,27.0,24.1,84.0,0.0,,356.0,3.6,,1010.0,,3.0,East
2025-01-04 02:00:00,27.0,24.1,84.0,0.0,,358.0,3.6,,1010.0,,3.0,East
2025-01-04 02:30:00,27.0,24.1,84.0,0.0,,189.0,5.6,,1009.5,,3.0,East
2025-01-04 03:00:00,27.0,24.1,84.0,0.0,,20.0,7.6,,1009.0,,3.0,East
2025-01-04 03:30:00,26.5,24.05,86.5,0.0,,20.0,6.5,,1009.0,,3.0,East
2025-01-04 04:00:00,26.0,24.0,89.0,0.0,,20.0,5.4,,1009.0,,3.0,East
2025-01-04 04:30:00,26.0,24.5,91.5,0.0,,25.0,7.4,,1008.5,,3.0,East
2025-01-04 05:00:00,26.0,25.0,94.0,0.0,,30.0,9.4,,1008.0,,3.0,East
2025-01-04 05:30:00,26.0,24.5,91.5,0.0,,25.0,7.4,,1008.0,,3.0,East
2025-01-04 06:00:00,26.0,24.0,89.0,0.0,,20.0,5.4,,1008.0,,3.0,East
2025-01-04 06:30:00,26.0,24.0,89.0,0.0,,10.0,2.7,,1008.5,,2.5,East
2025-01-04 07:00:00,26.0,24.0,89.0,0.0,,0.0,0.0,,1009.0,,2.0,East
2025-01-04 07:30:00,26.0,24.0,89.0,0.0,,162.0,1.8,,1009.5,,2.0,East
2025-01-04 08:00:00,26.0,24.0,89.0,0.0,,324.0,3.6,,1010.0,,2.0,East
2025-01-04 08:30:00,27.0,24.0,84.0,0.0,,172.0,8.3,,1010.0,,2.5,East
2025-01-04 09:00:00,28.0,24.0,79.0,0.0,,20.0,13.0,,1010.0,,3.0,East
2025-01-04 09:30:00,28.0,24.0,79.0,0.0,,185.0,12.1,,1010.5,,3.0,East
2025-01-04 10:00:00,28.0,24.0,79.0,0.0,,350.0,11.2,,1011.0,,3.0,East
2025-01-04 10:30:00,29.0,23.95,74.5,0.0,,185.0,15.85,,1011.0,,3.0,East
2025-01-04 11:00:00,30.0,23.9,70.0,0.0,,20.0,20.5,,1011.0,,3.0,East
2025-01-04 11:30:00,30.0,23.4,68.0,0.05,,20.0,20.5,,1010.5,,5.0,East
2025-01-04 12:00:00,30.0,22.9,66.0,0.1,,20.0,20.5,,1010.0,,7.0,East
2025-01-04 12:30:00,29.0,23.95,75.0,0.05,,25.0,18.55,,1010.0,,5.0,East
2025-01-04 13:00:00,28.0,25.0,84.0,0.0,,30.0,16.6,,1010.0,,3.0,East
2025-01-04 13:30:00,28.5,25.0,81.5,2.25,,25.0,18.55,,1010.0,,6.0,East
2025-01-04 14:00:00,29.0,25.0,79.0,4.5,,20.0,20.5,,1010.0,,9.0,East
2025-01-04 14:30:00,30.0,24.45,72.5,3.05,,15.0,21.4,,1009.0,,9.0,East
2025-01-04 15:00:00,31.0,23.9,66.0,1.6,,10.0,22.3,,1008.0,,9.0,East
2025-01-04 15:30:00,31.0,23.35,64.0,0.8500000000000001,,10.0,21.4,,1008.0,,8.0,East
2025-01-04 16:00:00,31.0,22.8,62.0,0.1,,10.0,20.5,,1008.0,,7.0,East
2025-01-04 16:30:00,30.5,23.35,66.0,1.35,,10.0,18.55,,1007.5,,12.5,East
2025-01-04 17:00:00,30.0,23.9,70.0,2.6,,10.0,16.6,,1007.0,,18.0,East
2025-01-04 17:30:00,29.5,23.45,70.0,1.55,,15.0,19.450000000000003,,1007.5,,17.5,East
2025-01-04 18:00:00,29.0,23.0,70.0,0.5,,20.0,22.3,,1008.0,,17.0,East
2025-01-04 18:30:00,28.5,23.5,74.5,0.25,,25.0,21.4,,1008.5,,10.0,East
2025-01-04 19:00:00,28.0,24.0,79.0,0.0,,30.0,20.5,,1009.0,,3.0,East
2025-01-04 19:30:00,28.0,24.0,79.0,0.0,,25.0,19.45,,1009.0,,3.0,East
2025-01-04 20:00:00,28.0,24.0,79.0,0.0,,20.0,18.4,,1009.0,,3.0,East
2025-01-04 20:30:00,27.5,24.05,81.5,0.0,,25.0,17.5,,1009.5,,3.0,East
2025-01-04 21:00:00,27.0,24.1,84.0,0.0,,30.0,16.6,,1010.0,,3.0,East
2025-01-04 21:30:00,27.0,24.1,84.0,0.0,,25.0,14.8,,1010.5,,2.5,East
2025-01-04 22:00:00,27.0,24.1,84.0,0.0,,20.0,13.0,,1011.0,,2.0,East
2025-01-04 22:30:00,27.0,24.1,84.0,0.0,,20.0,12.1,,1011.0,,2.5,East
2025-01-04 23:00:00,27.0,24.1,84.0,0.0,,20.0,11.2,,1011.0,,3.0,East
2025-01-04 23:30:00,27.0,24.1,84.0,0.0,,15.0,10.3,,1011.0,,3.0,East
2025-01-05 00:00:00,27.0,24.1,84.0,0.0,,10.0,9.4,,1011.0,,3.0,East
2025-01-05 00:30:00,27.0,24.1,84.0,0.0,,10.0,10.3,,1011.0,,3.0,East
2025-01-05 01:00:00,27.0,24.1,84.0,0.0,,10.0,11.2,,1011.0,,3.0,East
2025-01-05 01:30:00,26.5,24.05,86.5,0.0,,15.0,11.2,,1010.5,,3.0,East
2025-01-05 02:00:00,26.0,24.0,89.0,0.0,,20.0,11.2,,1010.0,,3.0,East
2025-01-05 02:30:00,26.0,24.0,89.0,0.0,,20.0,12.1,,1009.5,,3.0,East
2025-01-05 03:00:00,26.0,24.0,89.0,0.0,,20.0,13.0,,1009.0,,3.0,East
2025-01-05 03:30:00,26.0,24.0,89.0,0.0,,30.0,13.9,,1009.0,,3.0,East
2025-01-05 04:00:00,26.0,24.0,89.0,0.0,,40.0,14.8,,1009.0,,3.0,East
2025-01-05 04:30:00,26.0,24.0,89.0,0.0,,30.0,13.9,,1009.0,,2.5,East
2025-01-05 05:00:00,26.0,24.0,89.0,0.0,,20.0,13.0,,1009.0,,2.0,East
2025-01-05 05:30:00,26.0,24.0,89.0,0.0,,20.0,12.1,,1009.0,,2.0,East
2025-01-05 06:00:00,26.0,24.0,89.0,0.0,,20.0,11.2,,1009.0,,2.0,East
2025-01-05 06:30:00,26.0,24.0,89.0,0.0,,15.0,10.3,,1009.5,,2.0,East
2025-01-05 07:00:00,26.0,24.0,89.0,0.0,,10.0,9.4,,1010.0,,2.0,East
2025-01-05 07:30:00,26.0,24.0,89.0,0.0,,20.0,9.4,,1010.0,,1.5,East
2025-01-05 08:00:00,26.0,24.0,89.0,0.0,,30.0,9.4,,1010.0,,1.0,East
2025-01-05 08:30:00,26.5,24.05,86.5,0.0,,195.0,8.5,,1010.5,,1.0,East
2025-01-05 09:00:00,27.0,24.1,84.0,0.0,,360.0,7.6,,1011.0,,1.0,East
2025-01-05 09:30:00,27.5,24.05,81.5,0.0,,190.0,14.05,,1011.5,,2.0,East
2025-01-05 10:00:00,28.0,24.0,79.0,0.0,,20.0,20.5,,1012.0,,3.0,East
2025-01-05 10:30:00,29.0,23.95,74.5,0.05,,20.0,19.45,,1011.5,,5.0,East
2025-01-05 11:00:00,30.0,23.9,70.0,0.1,,20.0,18.4,,1011.0,,7.0,East
2025-01-05 11:30:00,30.0,23.9,70.0,0.2,,15.0,17.5,,1011.0,,12.0,East
2025-01-05 12:00:00,30.0,23.9,70.0,0.3,,10.0,16.6,,1011.0,,17.0,East
2025-01-05 12:30:00,30.5,23.9,68.0,0.15,,15.0,16.6,,1010.5,,10.0,East
2025-01-05 13:00:00,31.0,23.9,66.0,0.0,,20.0,16.6,,1010.0,,3.0,East
2025-01-05 13:30:00,31.5,24.0,64.5,0.0,,20.0,17.5,,1009.5,,3.0,East
2025-01-05 14:00:00,32.0,24.1,63.0,0.0,,20.0,18.4,,1009.0,,3.0,East
2025-01-05 14:30:00,32.0,24.1,63.0,0.05,,20.0,20.349999999999998,,1008.5,,5.0,East
2025-01-05 15:00:00,32.0,24.1,63.0,0.1,,20.0,22.3,,1008.0,,7.0,East
2025-01-05 15:30:00,31.5,24.0,64.5,0.30000000000000004,,20.0,23.200000000000003,,1007.5,,7.5,East
2025-01-05 16:00:00,31.0,23.9,66.0,0.5,,20.0,24.1,,1007.0,,8.0,East
2025-01-05 16:30:00,30.5,23.9,68.0,0.55,,20.0,22.3,,1007.0,,8.0,East
2025-01-05 17:00:00,30.0,23.9,70.0,0.6,,20.0,20.5,,1007.0,,8.0,East
2025-01-05 17:30:00,29.0,23.95,74.5,0.7,,25.0,22.3,,1007.5,,12.5,East
2025-01-05 18:00:00,28.0,24.0,79.0,0.8,,30.0,24.1,,1008.0,,17.0,East
2025-01-05 18:30:00,28.0,23.45,76.5,0.6000000000000001,,30.0,21.25,,1008.0,,17.0,East
2025-01-05 19:00:00,28.0,22.9,74.0,0.4,,30.0,18.4,,1008.0,,17.0,East
2025-01-05 19:30:00,27.5,22.95,76.5,0.2,,30.0,18.4,,1008.5,,10.0,East
2025-01-05 20:00:00,27.0,23.0,79.0,0.0,,30.0,18.4,,1009.0,,3.0,East
2025-01-05 20:30:00,27.0,23.0,79.0,0.0,,30.0,17.5,,1009.5,,3.0,East
2025-01-05 21:00:00,27.0,23.0,79.0,0.0,,30.0,16.6,,1010.0,,3.0,East
2025-01-05 21:30:00,27.0,23.0,79.0,0.0,,30.0,17.5,,1010.5,,2.5,East
2025-01-05 22:00:00,27.0,23.0,79.0,0.0,,30.0,18.4,,1011.0,,2.0,East
2025-01-05 22:30:00,27.0,23.55,81.5,0.0,,25.0,17.5,,1011.0,,2.5,East
2025-01-05 23:00:00,27.0,24.1,84.0,0.0,,20.0,16.6,,1011.0,,3.0,East
2025-01-05 23:30:00,27.0,24.1,84.0,0.0,,20.0,15.700000000000001,,1011.0,,3.0,East
2025-01-06 00:00:00,27.0,24.1,84.0,0.0,,20.0,14.8,,1011.0,,3.0,East
2025-01-06 00:30:00,26.5,24.05,86.5,0.0,,25.0,14.8,,1010.5,,3.0,East
2025-01-06 01:00:00,26.0,24.0,89.0,0.0,,30.0,14.8,,1010.0,,3.0,East
2025-01-06 01:30:00,26.5,24.05,86.5,0.0,,25.0,14.8,,1010.0,,3.0,East
2025-01-06 02:00:00,27.0,24.1,84.0,0.0,,20.0,14.8,,1010.0,,3.0,East
2025-01-06 02:30:00,26.5,24.05,86.5,0.0,,20.0,14.8,,1009.5,,3.0,East
2025-01-06 03:00:00,26.0,24.0,89.0,0.0,,20.0,14.8,,1009.0,,3.0,East
2025-01-06 03:30:00,26.0,24.0,89.0,0.0,,20.0,16.6,,1009.0,,3.0,East
2025-01-06 04:00:00,26.0,24.0,89.0,0.0,,20.0,18.4,,1009.0,,3.0,East
2025-01-06 04:30:00,26.0,24.0,89.0,0.0,,20.0,16.6,,1009.0,,3.0,East
2025-01-06 05:00:00,26.0,24.0,89.0,0.0,,20.0,14.8,,1009.0,,3.0,East
2025-01-06 05:30:00,26.0,24.0,89.0,0.0,,25.0,14.8,,1009.0,,3.0,East
2025-01-06 06:00:00,26.0,24.0,89.0,0.0,,30.0,14.8,,1009.0,,3.0,East
2025-01-06 06:30:00,26.0,24.0,89.0,0.0,,25.0,13.9,,1009.5,,3.0,East
2025-01-06 07:00:00,26.0,24.0,89.0,0.0,,20.0,13.0,,1010.0,,3.0,East
2025-01-06 07:30:00,26.5,24.05,86.5,0.0,,20.0,12.1,,1010.0,,3.0,East
2025-01-06 08:00:00,27.0,24.1,84.0,0.0,,20.0,11.2,,1010.0,,3.0,East
2025-01-06 08:30:00,27.5,24.05,81.5,0.0,,25.0,13.9,,1010.5,,3.0,East
2025-01-06 09:00:00,28.0,24.0,79.0,0.0,,30.0,16.6,,1011.0,,3.0,East
2025-01-06 09:30:00,28.5,23.95,76.5,0.0,,30.0,20.35,,1011.5,,3.0,East
2025-01-06 10:00:00,29.0,23.9,74.0,0.0,,30.0,24.1,,1012.0,,3.0,East
2025-01-06 10:30:00,29.5,23.9,72.0,0.05,,30.0,25.0,,1011.5,,5.0,East
2025-01-06 11:00:00,30.0,23.9,70.0,0.1,,30.0,25.9,,1011.0,,7.0,East
2025-01-06 11:30:00,30.0,23.9,70.0,0.2,,35.0,22.15,,1011.0,,7.5,East
2025-01-06 12:00:00,30.0,23.9,70.0,0.3,,40.0,18.4,,1011.0,,8.0,East
2025-01-06 12:30:00,31.0,24.0,66.5,0.55,,40.0,23.049999999999997,,1010.5,,8.0,East
2025-01-06 13:00:00,32.0,24.1,63.0,0.8,,40.0,27.7,,1010.0,,8.0,East
2025-01-06 13:30:00,32.0,24.1,63.0,0.4,,35.0,25.9,,1009.5,,5.5,East
2025-01-06 14:00:00,32.0,24.1,63.0,0.0,,30.0,24.1,,1009.0,,3.0,East
2025-01-06 14:30:00,31.5,23.450000000000003,62.5,0.15,,30.0,25.0,,1008.5,,10.0,East
2025-01-06 15:00:00,31.0,22.8,62.0,0.3,,30.0,25.9,,1008.0,,17.0,East
2025-01-06 15:30:00,31.0,22.8,62.0,0.3,,35.0,25.9,,1007.5,,12.5,East
2025-01-06 16:00:00,31.0,22.8,62.0,0.3,,40.0,25.9,,1007.0,,8.0,East
2025-01-06 16:30:00,30.5,22.85,64.0,0.35,,35.0,25.9,,1007.0,,8.0,East
2025-01-06 17:00:00,30.0,22.9,66.0,0.4,,30.0,25.9,,1007.0,,8.0,East
2025-01-06 17:30:00,29.5,23.4,70.0,0.25,,35.0,25.0,,1007.5,,7.5,East
2025-01-06 18:00:00,29.0,23.9,74.0,0.1,,40.0,24.1,,1008.0,,7.0,East
2025-01-06 18:30:00,28.5,23.95,76.5,0.05,,35.0,23.200000000000003,,1008.5,,5.0,East
2025-01-06 19:00:00,28.0,24.0,79.0,0.0,,30.0,22.3,,1009.0,,3.0,East
2025-01-06 19:30:00,28.0,24.0,79.0,0.0,,25.0,19.450000000000003,,1009.5,,3.0,East
2025-01-06 20:00:00,28.0,24.0,79.0,0.0,,20.0,16.6,,1010.0,,3.0,East
2025-01-06 20:30:00,27.5,23.5,79.0,0.0,,20.0,16.6,,1010.0,,3.0,East
2025-01-06 21:00:00,27.0,23.0,79.0,0.0,,20.0,16.6,,1010.0,,3.0,East
2025-01-06 21:30:00,27.0,23.0,79.0,0.0,,20.0,14.8,,1010.5,,3.0,East
2025-01-06 22:00:00,27.0,23.0,79.0,0.0,,20.0,13.0,,1011.0,,3.0,East
2025-01-06 22:30:00,27.0,23.0,79.0,0.0,,20.0,13.0,,1011.0,,3.0,East
2025-01-06 23:00:00,27.0,23.0,79.0,0.0,,20.0,13.0,,1011.0,,3.0,East
